"Bucket label","RT","m/z","Name","Formula","202002_TTP_SILS2665_RA_1_1 _merged_","202002_TTP_SILS2666_RA_1_1 _merged_","202002_TTP_SILS2667_R1_1 _merged_","202002_TTP_SILS2668_R_1_1 _merged_","202002_TTP_SILS2669_R_1_ _merged_","202002_TTP_SILS2670_R_1_ _merged_"
"388.24466 Da 1116.52 s",18.61,389.25193,,"C17H28N10O",1532.0,1392.0,1548.0,1440.0,1584.0,1468.0
"244.09268 Da 1118.28 s",18.64,245.09996,,"C15H16OS",912.0,1180.0,0.0,1184.0,1230.0,988.0
"214.11862 Da 1119.29 s",18.65,215.12590,,,4576.0,4596.0,4804.0,4776.0,5294.0,5376.0
"258.14440 Da 1121.92 s",18.70,259.15168,,,1338.0,1742.0,1756.0,1912.0,1866.0,1850.0
"314.17040 Da 1123.52 s",18.73,315.17767,,,2190.0,2596.0,2974.0,2690.0,2648.0,3044.0
"299.13753 Da 1124.44 s",18.74,300.14481,,"C7H21N7O4S",1594.0,1622.0,1756.0,1820.0,1644.0,1580.0
"372.21306 Da 1125.97 s",18.77,373.22033,,"C16H32N6S2",1106.0,998.0,1024.0,0.0,1020.0,1022.0
"328.18633 Da 1126.94 s",18.78,329.19361,,"C21H28OS",1758.0,1788.0,1686.0,1852.0,1912.0,1738.0
"327.99818 Da 1127.17 s",18.79,329.00545,,,1876.0,2614.0,2024.0,2060.0,2124.0,2100.0
"230.11318 Da 1128.31 s",18.81,231.12045,,"C15H18S",1926.0,2346.0,1918.0,2366.0,2526.0,2196.0
"290.26507 Da 1128.75 s",18.81,291.27235,,"C10H30N10",1096.0,1086.0,1042.0,1126.0,1072.0,1248.0
"225.17313 Da 1131.78 s",18.86,226.18041,,"C13H23NO2",2668.0,2838.0,2900.0,2632.0,2598.0,2814.0
"173.98495 Da 1133.74 s",18.90,174.99222,,,2644.0,2742.0,2472.0,2396.0,2860.0,2582.0
"269.27207 Da 1134.02 s",18.90,270.27935,,"C17H35NO",2204.0,2408.0,2192.0,2106.0,2454.0,2178.0
"286.14041 Da 1134.28 s",18.90,287.14769,,,1552.0,1898.0,1808.0,2166.0,1784.0,1582.0
"207.06452 Da 1134.98 s",18.92,208.07179,,"C9H9N3O3",994.0,892.0,910.0,1022.0,918.0,1030.0
"500.85405 Da 1135.01 s",18.92,501.86133,,,1110.0,1274.0,1368.0,1170.0,1284.0,1316.0
"249.11118 Da 1135.79 s",18.93,250.11846,,,2658.0,2446.0,2480.0,2298.0,2190.0,2288.0
"197.17827 Da 1136.06 s",18.93,198.18555,,"C12H23NO",1600.0,1568.0,1792.0,1678.0,1632.0,1450.0
"444.78875 Da 1136.18 s",18.94,445.79602,,,3632.0,3854.0,3798.0,3840.0,3534.0,3560.0
"170.13073 Da 1136.54 s",18.94,171.13801,,"C10H18O2",2012.0,2232.0,2056.0,2102.0,2200.0,2210.0
"504.84713 Da 1137.74 s",18.96,505.85441,,,8336.0,8052.0,7916.0,8200.0,8554.0,8276.0
"194.11544 Da 1137.86 s",18.96,195.12272,,"C8H18O5",1912.0,1850.0,2398.0,1838.0,2010.0,1792.0
"169.04876 Da 1138.58 s",18.98,170.05604,,"C6H7N3O3",3100.0,3288.0,3734.0,2954.0,2920.0,2816.0
"337.33487 Da 1138.68 s",18.98,338.34214,,"C22H43NO",3084.0,2902.0,2780.0,2898.0,3180.0,2720.0
"227.09789 Da 1139.14 s",18.99,228.10517,,,3770.0,3658.0,3648.0,3546.0,3014.0,3162.0
"300.13390 Da 18.72 s",0.31,301.14118,,"C11H25O7P",13454.0,17592.0,16968.0,17322.0,18808.0,16124.0
"308.12333 Da 18.36 s",0.31,309.13061,,"C12H16N6O4",20796.0,20956.0,22234.0,23044.0,25618.0,20478.0
"268.20151 Da 18.48 s",0.31,269.20879,,"C12H24N6O",1578.0,1608.0,1832.0,1598.0,1934.0,1462.0
"330.20156 Da 18.46 s",0.31,331.20883,,"C13H26N6O4",13150.0,13252.0,12852.0,13924.0,13174.0,12584.0
"273.26685 Da 18.36 s",0.31,274.27412,,"C16H35NO2",8994.0,8700.0,9152.0,9814.0,9036.0,9644.0
"216.09737 Da 18.36 s",0.31,217.10464,,"C14H16S",10558.0,10576.0,10094.0,11228.0,11630.0,11946.0
"312.22759 Da 18.78 s",0.31,313.23487,,"C14H28N6O2",1764.0,1538.0,1892.0,1676.0,1820.0,1910.0
"272.15990 Da 18.36 s",0.31,273.16717,,"C10H20N6O3",32786.0,32842.0,33346.0,33820.0,31796.0,33288.0
"442.32770 Da 18.63 s",0.31,443.33498,,"C14H42N12O2S",1012.0,1102.0,1264.0,1492.0,1536.0,1352.0
"315.20416 Da 38.93 s",0.65,316.21130,,"C16H29NO5",376274.0,352698.0,372888.0,383062.0,377108.0,384558.0
"243.21972 Da 38.72 s",0.65,244.22691,,"C14H29NO2",109406.0,99018.0,113092.0,111242.0,110488.0,111136.0
"271.17821 Da 38.71 s",0.65,272.18532,,"C14H25NO4",59220.0,55732.0,60542.0,58318.0,61014.0,58612.0
"245.19894 Da 39.20 s",0.65,228.19593,,"C13H27NO3",4018.0,3824.0,4148.0,3912.0,3970.0,3612.0
"345.21435 Da 39.39 s",0.66,346.22163,,"C11H32N5O5P",11198.0,10794.0,9724.0,10344.0,11842.0,10762.0
"241.20425 Da 38.64 s",0.64,242.21152,,"C14H27NO2",1946.0,1848.0,1888.0,1828.0,1852.0,1870.0
"167.16717 Da 38.66 s",0.64,168.17444,,"C11H21N",1634.0,1384.0,1624.0,1430.0,1744.0,1274.0
"359.22971 Da 38.56 s",0.64,360.23699,,"C15H25N11",11424.0,10800.0,11086.0,10698.0,11438.0,11518.0
"451.21837 Da 39.53 s",0.66,452.22564,,"C16H38NO11P",3858.0,3212.0,4090.0,3776.0,4046.0,3648.0
"299.20915 Da 38.38 s",0.64,300.21643,,"C16H29NO4",187626.0,173304.0,179236.0,187576.0,191068.0,185954.0
"257.19905 Da 39.19 s",0.65,258.20633,,"C14H27NO3",3612.0,3388.0,3494.0,3886.0,3546.0,3540.0
"255.18322 Da 38.75 s",0.65,256.19050,,"C14H25NO3",5480.0,4828.0,5362.0,5036.0,5158.0,5280.0
"329.22012 Da 38.38 s",0.64,330.22740,,"C17H31NO5",4390.0,4500.0,4546.0,5282.0,4724.0,4784.0
"403.25660 Da 38.38 s",0.64,404.26387,,"C17H29N11O",3994.0,4164.0,3686.0,4116.0,3708.0,3870.0
"283.17823 Da 38.70 s",0.64,284.18550,,"C15H25NO4",1756.0,1630.0,1586.0,1564.0,1692.0,1516.0
"327.20468 Da 38.75 s",0.65,328.21196,,"C17H29NO5",2762.0,2482.0,2642.0,2606.0,2474.0,2558.0
"285.19405 Da 38.75 s",0.65,286.20133,,"C15H27NO4",2326.0,2086.0,2494.0,2016.0,1986.0,2168.0
"213.17313 Da 38.81 s",0.65,214.18041,,"C12H23NO2",1346.0,1338.0,1562.0,1276.0,880.0,1310.0
"243.18325 Da 39.66 s",0.66,244.19053,,"C13H25NO3",27998.0,27202.0,28714.0,26926.0,26158.0,27056.0
"301.18866 Da 39.39 s",0.66,302.19594,,"C15H27NO5",14184.0,13244.0,13686.0,13160.0,12940.0,13564.0
"287.20970 Da 39.30 s",0.66,288.21698,,"C15H29NO4",7620.0,6066.0,6552.0,6636.0,6866.0,6270.0
"459.24580 Da 39.57 s",0.66,460.25308,,"C19H29N11O3",49294.0,45414.0,43326.0,39860.0,43430.0,41388.0
"443.25143 Da 39.39 s",0.66,444.25871,,"C14H41N3O10S",5760.0,4958.0,5098.0,4934.0,4642.0,4594.0
"185.17794 Da 39.49 s",0.66,186.18522,,"C11H23NO",13028.0,12028.0,11876.0,11990.0,12234.0,11398.0
"259.21466 Da 39.97 s",0.67,260.22193,,"C14H29NO3",1786.0,1580.0,1794.0,1564.0,1670.0,1548.0
"225.17316 Da 40.02 s",0.67,226.18044,,"C13H23NO2",2132.0,2106.0,1946.0,2358.0,1632.0,1906.0
"357.21454 Da 41.02 s",0.68,358.22182,,"C15H23N11",56016.0,50650.0,52874.0,46890.0,40886.0,40560.0
"203.13105 Da 41.00 s",0.68,204.13833,,"C13H17NO",3550.0,3298.0,1868.0,1456.0,1910.0,1392.0
"441.23621 Da 40.75 s",0.68,442.24348,,"C17H32N9O3P",7542.0,7140.0,7310.0,5590.0,5634.0,5960.0
"584.33041 Da 41.11 s",0.69,585.33768,,"C26H40N12O4",19840.0,17874.0,18114.0,17532.0,16372.0,14356.0
"185.21430 Da 40.05 s",0.67,186.22158,,"C12H27N",4872.0,3474.0,614.0,2052.0,1404.0,0.0
"307.17919 Da 40.57 s",0.68,308.18646,,"C10H25N7O2S",4520.0,4464.0,1552.0,2104.0,2456.0,1394.0
"277.16781 Da 41.28 s",0.69,278.17509,,"C16H23NO3",5054.0,5538.0,2044.0,2376.0,2536.0,1726.0
"582.35236 Da 41.01 s",0.68,583.35963,,"C23H50N8O7S",3850.0,3104.0,3534.0,3296.0,3316.0,3790.0
"371.23020 Da 41.18 s",0.69,372.23748,,"C19H33NO6",23280.0,21328.0,19800.0,18334.0,16612.0,17586.0
"399.22696 Da 40.07 s",0.67,400.23423,,"C21H29N5O3",1596.0,1406.0,1186.0,1552.0,1240.0,1252.0
"429.23551 Da 40.55 s",0.68,430.24278,,"C15H36N5O7P",833206.0,756490.0,750890.0,662282.0,632628.0,603758.0
"427.22195 Da 40.08 s",0.67,428.22922,,"C22H29N5O4",4210.0,3898.0,4082.0,4156.0,3662.0,3640.0
"201.17276 Da 40.36 s",0.67,202.18004,,"C11H23NO2",39076.0,35466.0,39894.0,37834.0,35822.0,37166.0
"173.14148 Da 41.47 s",0.69,174.14875,,"C9H19NO2",9632.0,9266.0,10942.0,12830.0,0.0,14860.0
"387.22591 Da 40.60 s",0.68,388.23319,,"C19H33NO7",4662.0,3848.0,3932.0,4144.0,3400.0,3308.0
"415.21978 Da 40.74 s",0.68,416.22706,,"C14H34N5O7P",39398.0,34784.0,34180.0,30884.0,27332.0,26854.0
"351.20440 Da 40.25 s",0.67,352.21167,,"C19H29NO5",3508.0,3814.0,1604.0,1696.0,1978.0,970.0
"183.16225 Da 40.27 s",0.67,184.16952,,"C11H21NO",3386.0,3140.0,3120.0,3512.0,3240.0,3180.0
"221.14146 Da 40.45 s",0.67,222.14874,,"C13H19NO2",2524.0,2482.0,1290.0,1342.0,1468.0,1058.0
"229.16778 Da 40.55 s",0.68,230.17506,,"C12H23NO3",9782.0,8316.0,9608.0,8302.0,8404.0,8440.0
"201.20983 Da 40.51 s",0.68,202.21710,,"C12H27NO",2308.0,2684.0,0.0,1024.0,906.0,584.0
"642.33756 Da 40.65 s",0.68,643.34483,,"C27H43N14O3P",3372.0,3694.0,3014.0,3970.0,3178.0,2752.0
"235.15743 Da 40.74 s",0.68,236.16471,,"C14H21NO2",1578.0,1330.0,822.0,864.0,740.0,532.0
"157.14639 Da 41.00 s",0.68,158.15367,,"C9H19NO",6382.0,5404.0,3976.0,3730.0,3466.0,3568.0
"596.33295 Da 41.03 s",0.68,597.34023,,,1736.0,1500.0,1832.0,1638.0,1518.0,1364.0
"471.28247 Da 41.46 s",0.69,472.28975,,"C18H42N5O7P",42396.0,37260.0,39038.0,33574.0,32376.0,30720.0
"338.20776 Da 43.53 s",0.73,339.21503,,"C13H39O3PS2",1862.0,1770.0,888.0,938.0,1346.0,812.0
"406.32948 Da 41.81 s",0.70,407.33675,,"C22H46O6",1632.0,1862.0,1446.0,1574.0,1450.0,1440.0
"352.22265 Da 43.48 s",0.72,353.22993,,"C24H32S",1442.0,1318.0,1250.0,908.0,984.0,672.0
"273.26686 Da 41.93 s",0.70,274.27414,,"C16H35NO2",1566.0,1434.0,1316.0,1466.0,1458.0,1838.0
"343.19893 Da 41.92 s",0.70,344.20620,,"C14H21N11",50684.0,45138.0,43052.0,42216.0,35922.0,40818.0
"332.19907 Da 43.38 s",0.72,333.20635,,"C13H36N2OS3",1528.0,1692.0,1390.0,1304.0,1366.0,1384.0
"317.18329 Da 42.57 s",0.71,318.19056,,,4016.0,4590.0,3250.0,3978.0,4448.0,5480.0
"459.21400 Da 42.04 s",0.70,460.22127,,"C13H34N9O5PS",1672.0,1848.0,1492.0,1592.0,1336.0,1642.0
"208.07098 Da 44.79 s",0.75,209.07826,,"C7H8N6O2",1372.0,1174.0,1068.0,1236.0,1396.0,1320.0
"340.18776 Da 43.19 s",0.72,341.19503,,"C15H20N10",4460.0,5146.0,3328.0,3146.0,3708.0,2456.0
"400.20877 Da 42.97 s",0.72,201.11166,,,1974.0,2206.0,1412.0,2412.0,2746.0,1288.0
"441.20521 Da 43.45 s",0.72,442.21249,,"C27H27N3O3",1084.0,1248.0,930.0,808.0,1100.0,824.0
"291.14739 Da 42.08 s",0.70,292.15467,,"C16H21NO4",1616.0,1858.0,728.0,1044.0,848.0,608.0
"364.22292 Da 44.08 s",0.73,365.23019,,"C10H28N12OS",1146.0,1550.0,1048.0,966.0,1088.0,512.0
"376.31892 Da 42.90 s",0.71,377.32620,,"C21H44O5",1906.0,1850.0,1762.0,2108.0,1716.0,2396.0
"269.16338 Da 42.14 s",0.70,270.17065,,"C14H23NO4",1258.0,1184.0,1320.0,1392.0,1306.0,1116.0
"250.15574 Da 44.24 s",0.74,251.16302,,,1888.0,1546.0,0.0,0.0,1258.0,1036.0
"318.14412 Da 44.47 s",0.74,319.15140,,"C14H18N6O3",862.0,1192.0,1202.0,1236.0,1168.0,830.0
"403.22099 Da 42.80 s",0.71,404.22827,,,4032.0,4126.0,2160.0,2446.0,2996.0,2250.0
"313.18906 Da 43.56 s",0.73,314.19634,,"C16H27NO5",3212.0,3042.0,2898.0,2906.0,3298.0,3422.0
"401.24080 Da 42.10 s",0.70,402.24808,,"C17H27N11O",12236.0,12846.0,11220.0,9886.0,9196.0,10116.0
"223.12070 Da 42.08 s",0.70,224.12798,,"C12H17NO3",6876.0,7608.0,3474.0,3012.0,4266.0,2734.0
"205.11012 Da 42.08 s",0.70,206.11739,,"C12H15NO2",2286.0,2856.0,1162.0,1252.0,1406.0,1130.0
"385.24622 Da 42.29 s",0.70,386.25350,,"C20H35NO6",3670.0,3822.0,3126.0,3192.0,3068.0,2818.0
"301.15345 Da 42.36 s",0.71,302.16073,,"C15H27NOS2",3374.0,3168.0,2556.0,3512.0,3344.0,3518.0
"443.21616 Da 42.74 s",0.71,444.22343,,"C16H30N9O4P",9846.0,10798.0,9394.0,6818.0,8044.0,9010.0
"331.20038 Da 42.44 s",0.71,332.20765,,"C17H25N5O2",6766.0,8536.0,6906.0,5982.0,6488.0,5886.0
"404.20277 Da 43.98 s",0.73,387.19881,,"C23H32O4S",7918.0,7750.0,5270.0,5652.0,6308.0,4378.0
"488.26086 Da 42.82 s",0.71,245.13771,,,1964.0,1918.0,1378.0,1368.0,1666.0,1456.0
"468.23338 Da 43.87 s",0.73,469.24066,,"C28H36O4S",3270.0,2786.0,1818.0,1908.0,2640.0,1604.0
"282.10843 Da 44.56 s",0.74,283.11571,,"C11H10N10",1690.0,2010.0,1294.0,2130.0,2012.0,1554.0
"398.19172 Da 44.13 s",0.74,399.19900,,"C16H26N6O6",4840.0,5276.0,3260.0,3666.0,4004.0,3158.0
"361.20968 Da 42.77 s",0.71,362.21695,,,2284.0,3306.0,2048.0,2284.0,1952.0,2404.0
"328.14953 Da 44.03 s",0.73,329.15681,,"C12H20N6O5",12978.0,14186.0,9980.0,12150.0,12206.0,9830.0
"598.33082 Da 44.27 s",0.74,599.33810,,,1870.0,1762.0,1290.0,1346.0,1704.0,860.0
"410.19106 Da 44.33 s",0.74,411.19833,,,5566.0,0.0,0.0,3964.0,4828.0,3268.0
"324.19328 Da 43.33 s",0.72,325.20055,,"C18H28O5",3944.0,3206.0,2064.0,2532.0,2276.0,1962.0
"210.12536 Da 43.20 s",0.72,211.13263,,,3732.0,3616.0,2784.0,3034.0,2784.0,2484.0
"396.17619 Da 44.22 s",0.74,397.18347,,"C24H28O3S",6308.0,6644.0,3972.0,4832.0,5720.0,3960.0
"272.12557 Da 42.89 s",0.71,273.13285,,,2550.0,3296.0,2018.0,2020.0,1898.0,1634.0
"287.17290 Da 42.38 s",0.71,288.18018,,"C14H25NO5",27498.0,33164.0,34430.0,42354.0,42174.0,64264.0
"444.17853 Da 42.98 s",0.72,445.18581,,"C17H36N2O5S3",2244.0,1966.0,2720.0,2256.0,1980.0,2316.0
"308.19741 Da 43.25 s",0.72,309.20469,,"C12H29N4O3P",1668.0,1960.0,846.0,1268.0,1178.0,746.0
"454.21745 Da 44.22 s",0.74,455.22473,,"C27H34O4S",4986.0,5448.0,3502.0,3152.0,4408.0,2580.0
"354.12920 Da 44.65 s",0.74,355.13648,,"C14H30N2S4",2758.0,2598.0,2680.0,3044.0,2810.0,2998.0
"494.24898 Da 44.23 s",0.74,495.25625,,"C30H38O4S",3420.0,3492.0,2432.0,2388.0,3122.0,2084.0
"270.10849 Da 44.20 s",0.74,271.11577,,"C10H10N10",1468.0,1408.0,1624.0,1874.0,1882.0,2004.0
"554.30552 Da 44.09 s",0.73,555.31280,,"C27H47N4O4PS",1762.0,2014.0,1200.0,888.0,1472.0,1304.0
"198.08881 Da 42.62 s",0.71,199.09609,,"C10H14O4",2540.0,2310.0,1718.0,2060.0,1992.0,1542.0
"228.09943 Da 43.16 s",0.72,229.10671,,"C11H16O5",1750.0,1438.0,1074.0,1102.0,1486.0,1008.0
"456.23392 Da 44.19 s",0.74,457.24120,,"C28H32N4S",3442.0,3664.0,2354.0,1868.0,3014.0,1586.0
"348.15473 Da 44.38 s",0.74,349.16201,,"C23H24OS",1868.0,1950.0,1422.0,2072.0,1594.0,1510.0
"446.19418 Da 43.20 s",0.72,447.20146,,"C17H38N2O5S3",2758.0,1988.0,2408.0,2264.0,2340.0,1976.0
"270.14521 Da 43.32 s",0.72,271.15249,,,4102.0,4232.0,2738.0,2972.0,0.0,2722.0
"465.19785 Da 44.24 s",0.74,466.20513,,"C12H27N13O5S",1928.0,1918.0,2116.0,2412.0,2392.0,2798.0
"260.12479 Da 44.11 s",0.74,261.13207,,,1626.0,1702.0,852.0,1398.0,1608.0,1430.0
"468.27036 Da 43.86 s",0.73,469.27764,,"C14H36N12O4S",1876.0,1376.0,1256.0,1292.0,1392.0,1268.0
"299.17334 Da 43.01 s",0.72,300.18062,,"C15H25NO5",9056.0,9336.0,10156.0,10148.0,9144.0,10486.0
"308.21932 Da 42.39 s",0.71,309.22660,,"C15H32O6",6614.0,5640.0,3834.0,3812.0,3278.0,2500.0
"489.29350 Da 42.62 s",0.71,490.30078,,"C19H48N5O3PS2",3210.0,2636.0,1868.0,1734.0,2112.0,1764.0
"375.22512 Da 42.83 s",0.71,376.23239,,,4918.0,6102.0,3248.0,3394.0,4362.0,4656.0
"368.21674 Da 43.44 s",0.72,185.11565,,,2526.0,0.0,0.0,2166.0,2680.0,1846.0
"362.30332 Da 42.46 s",0.71,363.31059,,"C20H42O5",2308.0,2130.0,2350.0,2574.0,2530.0,2328.0
"488.27225 Da 43.06 s",0.72,489.27952,,"C13H40N14S3",766.0,612.0,924.0,1000.0,1046.0,0.0
"316.17187 Da 43.14 s",0.72,317.17914,,"C9H20N10O3",1722.0,516.0,1786.0,1214.0,1698.0,2004.0
"273.15883 Da 42.47 s",0.71,274.16610,,"C14H19N5O",2782.0,3680.0,4186.0,4026.0,4150.0,5718.0
"296.12506 Da 45.12 s",0.75,297.13261,,"C15H20O6",11778.0,14170.0,11940.0,12612.0,10574.0,9736.0
"228.13539 Da 44.92 s",0.75,229.14109,,"C8H16N6O2",5376.0,7630.0,10376.0,9458.0,8008.0,11206.0
"368.18083 Da 44.51 s",0.74,369.18792,,"C15H24N6O5",9702.0,9962.0,7222.0,7478.0,9130.0,7162.0
"312.15530 Da 44.50 s",0.74,313.16255,,"C20H24OS",6858.0,7698.0,6230.0,7094.0,7028.0,6360.0
"426.22268 Da 44.44 s",0.74,427.22990,,"C18H30N6O6",7438.0,7704.0,5124.0,4878.0,6706.0,4410.0
"384.17595 Da 44.38 s",0.74,385.18312,,"C15H24N6O6",8270.0,9418.0,6112.0,5866.0,7532.0,5672.0
"380.18083 Da 44.41 s",0.74,381.18788,,"C16H24N6O5",9380.0,10330.0,6656.0,7034.0,8344.0,5750.0
"442.21708 Da 44.55 s",0.74,425.21377,,"C20H35N4O3PS",8922.0,8820.0,0.0,5634.0,7772.0,5424.0
"342.16635 Da 44.23 s",0.74,325.16192,,"C13H22N6O5",5520.0,5944.0,3980.0,4434.0,4932.0,4394.0
"340.14967 Da 44.29 s",0.74,341.15698,,"C21H24O2S",5768.0,6978.0,4300.0,4706.0,5704.0,3792.0
"438.22222 Da 44.39 s",0.74,439.22915,,"C13H31N10O5P",6426.0,6142.0,4404.0,4116.0,5020.0,3230.0
"482.24855 Da 44.61 s",0.74,483.25587,,"C21H34N6O7",6172.0,5874.0,3928.0,3892.0,4858.0,3388.0
"382.19684 Da 44.36 s",0.74,383.20407,,"C24H30O2S",5180.0,5234.0,3766.0,4142.0,4216.0,2634.0
"394.19619 Da 44.07 s",0.73,395.20401,,"C25H30O2S",5166.0,5476.0,3444.0,3550.0,4708.0,2622.0
"500.26078 Da 44.38 s",0.74,501.26695,,,3604.0,3642.0,2498.0,2792.0,2980.0,1632.0
"226.12024 Da 43.70 s",0.73,227.12698,,,4716.0,4592.0,3068.0,3658.0,3712.0,3254.0
"390.22436 Da 43.72 s",0.73,429.19143,,"C18H35N2O5P",4662.0,3958.0,4762.0,4776.0,4116.0,4108.0
"182.09372 Da 42.88 s",0.71,183.10118,,,5842.0,6354.0,0.0,4758.0,5344.0,0.0
"310.13930 Da 44.69 s",0.74,311.14654,,"C20H22OS",3538.0,3826.0,3206.0,3628.0,3866.0,3560.0
"338.13373 Da 44.48 s",0.74,321.13055,,"C21H22O2S",2808.0,3002.0,3106.0,3546.0,3702.0,4406.0
"498.24343 Da 44.37 s",0.74,481.24030,,"C21H34N6O8",4662.0,0.0,3484.0,3000.0,3800.0,2750.0
"484.26451 Da 44.52 s",0.74,467.26141,,"C21H36N6O7",4156.0,3618.0,2918.0,2888.0,3188.0,2348.0
"326.13424 Da 44.27 s",0.74,309.13079,,"C20H22O2S",5208.0,5582.0,5286.0,6072.0,6156.0,6144.0
"256.13008 Da 43.29 s",0.72,257.13747,,,3446.0,3518.0,2378.0,2772.0,3172.0,2274.0
"496.22767 Da 44.25 s",0.74,497.23523,,"C29H36O5S",3328.0,3866.0,2344.0,2494.0,3004.0,1902.0
"314.17167 Da 43.46 s",0.72,315.17881,,"C13H18N10",2942.0,3096.0,1868.0,2524.0,3018.0,2206.0
"496.26458 Da 44.21 s",0.74,497.27138,,"C24H41N4O3PS",3818.0,3322.0,2040.0,2452.0,3042.0,1758.0
"272.12577 Da 44.25 s",0.74,255.12129,,"C7H21N4O5P",3480.0,3782.0,3178.0,2946.0,3418.0,2990.0
"510.24422 Da 44.25 s",0.74,511.25099,,"C22H34N6O8",3458.0,3516.0,2480.0,2096.0,2130.0,1768.0
"556.28569 Da 44.47 s",0.74,539.28284,,"C24H40N6O9",3202.0,3334.0,2168.0,2446.0,3036.0,1736.0
"370.19740 Da 44.17 s",0.74,353.19278,,,3880.0,3968.0,3162.0,2766.0,3728.0,0.0
"284.16140 Da 43.21 s",0.72,267.15797,,,3416.0,3548.0,2510.0,2732.0,2390.0,2032.0
"286.14073 Da 43.17 s",0.72,269.13704,,,3582.0,3498.0,2436.0,3142.0,3100.0,2498.0
"298.17683 Da 43.68 s",0.73,299.18426,,"C10H27N4O4P",2508.0,2604.0,1662.0,1886.0,2004.0,1762.0
"554.27019 Da 44.35 s",0.74,555.27717,,,2258.0,2520.0,1622.0,1736.0,2316.0,1298.0
"328.18696 Da 43.90 s",0.73,329.19432,,"C14H20N10",3394.0,2970.0,2004.0,2172.0,2804.0,0.0
"242.11502 Da 42.81 s",0.71,243.12260,,"C12H18O5",0.0,3742.0,0.0,2426.0,2398.0,2330.0
"552.29063 Da 44.21 s",0.74,553.29821,,"C25H40N6O8",2718.0,2448.0,1846.0,1592.0,2032.0,1436.0
"568.28556 Da 43.98 s",0.73,569.29266,,"C22H32N16O3",2088.0,2278.0,1472.0,1136.0,1590.0,1108.0
"424.24411 Da 44.26 s",0.74,425.25154,,"C20H36N6S2",2068.0,1776.0,1484.0,1316.0,1616.0,1152.0
"188.10524 Da 43.05 s",0.72,171.10129,,,3936.0,4136.0,2810.0,3066.0,3182.0,2782.0
"530.27191 Da 44.21 s",0.74,513.26741,,"C32H39N2O3P",3050.0,2916.0,2076.0,1910.0,2746.0,1624.0
"512.22291 Da 44.16 s",0.74,495.21968,,,1730.0,2128.0,1274.0,1250.0,1914.0,1376.0
"406.19651 Da 44.92 s",0.75,407.20379,,"C26H30O2S",3022.0,3448.0,1864.0,2460.0,3040.0,2032.0
"306.14441 Da 44.11 s",0.74,307.15168,,"C21H22S",2364.0,2690.0,1988.0,2584.0,2362.0,2118.0
"408.17602 Da 44.21 s",0.74,409.18329,,,4370.0,4460.0,2756.0,2708.0,3456.0,2124.0
"352.14965 Da 43.99 s",0.73,353.15693,,,4824.0,5272.0,3166.0,3960.0,4490.0,0.0
"354.20235 Da 43.88 s",0.73,355.20963,,,2652.0,2534.0,1620.0,1678.0,1920.0,0.0
"422.19133 Da 44.30 s",0.74,423.19860,,"C18H26N6O6",5422.0,5484.0,3594.0,4934.0,4352.0,4084.0
"260.10243 Da 45.26 s",0.75,261.10971,,"C8H21O7P",906.0,1132.0,920.0,1226.0,1054.0,1078.0
"420.17584 Da 44.53 s",0.74,421.18312,,"C26H28O3S",1692.0,2052.0,1446.0,1636.0,1628.0,1344.0
"448.24258 Da 44.76 s",0.75,449.24985,,"C13H36N8O7S",1566.0,1458.0,1064.0,878.0,1050.0,664.0
"462.22231 Da 44.08 s",0.73,463.22959,,,1928.0,1806.0,1372.0,1256.0,1538.0,1298.0
"382.15883 Da 43.74 s",0.73,383.16611,,"C16H31O6PS",3746.0,3814.0,0.0,3470.0,3014.0,0.0
"466.21750 Da 44.22 s",0.74,467.22478,,"C28H34O4S",3226.0,4298.0,2684.0,0.0,0.0,0.0
"354.16545 Da 43.75 s",0.73,355.17272,,"C22H26O2S",4048.0,3844.0,2578.0,3678.0,3610.0,2524.0
"520.26575 Da 44.80 s",0.75,521.27302,,"C22H49O7PS2",1662.0,1474.0,1056.0,1194.0,1104.0,888.0
"266.11335 Da 44.21 s",0.74,267.12062,,"C18H18S",2470.0,2468.0,2500.0,2670.0,2914.0,2502.0
"380.14494 Da 44.23 s",0.74,381.15221,,"C16H32N2S4",2004.0,2048.0,1376.0,1756.0,1986.0,1432.0
"366.20168 Da 44.30 s",0.74,367.20895,,"C24H30OS",3292.0,3598.0,2048.0,2712.0,2794.0,1948.0
"350.13381 Da 44.02 s",0.73,351.14109,,,2286.0,2450.0,1862.0,2132.0,2336.0,1788.0
"434.19173 Da 43.91 s",0.73,435.19901,,"C16H35O11P",2104.0,1728.0,1124.0,1566.0,1636.0,1274.0
"356.14468 Da 43.91 s",0.73,357.15195,,"C21H24O3S",1448.0,1340.0,1116.0,1378.0,1416.0,1320.0
"524.25988 Da 44.30 s",0.74,525.26716,,,2502.0,2606.0,1726.0,2088.0,2392.0,1432.0
"430.19930 Da 44.28 s",0.74,431.20658,,"C17H38N2O4S3",3244.0,2900.0,3004.0,2450.0,2390.0,1948.0
"484.22937 Da 43.92 s",0.73,485.23665,,"C18H45O8PS2",2056.0,2020.0,1140.0,1402.0,1628.0,1128.0
"422.22798 Da 44.30 s",0.74,423.23526,,"C19H30N6O5",3074.0,3434.0,2340.0,2396.0,2788.0,2278.0
"220.10922 Da 44.72 s",0.75,221.11649,,,2344.0,2640.0,3322.0,3194.0,3184.0,3350.0
