"Bucket label","RT","m/z","Name","Formula","202002_TTP_SILS2665_RA_1_1 _merged_","202002_TTP_SILS2666_RA_1_1 _merged_","202002_TTP_SILS2667_R1_1 _merged_","202002_TTP_SILS2668_R_1_1 _merged_","202002_TTP_SILS2669_R_1_ _merged_","202002_TTP_SILS2670_R_1_ _merged_"
"418.34493 Da 360.50 s",6.01,417.33766,,"C20H54N2S3",1080.0,900.0,1066.0,1650.0,1104.0,1878.0
"533.93457 Da 363.96 s",6.07,532.92729,,,1592.0,872.0,1044.0,866.0,748.0,846.0
"782.52067 Da 371.96 s",6.20,781.51339,,"C24H63N24O4P",1504.0,1216.0,1114.0,1074.0,620.0,202.0
"985.61197 Da 374.04 s",6.23,984.60469,,"C45H79N17O6S",1080.0,1034.0,540.0,1052.0,642.0,0.0
"984.60463 Da 375.89 s",6.26,983.59735,,"C49H92O17S",1778.0,1282.0,1286.0,1466.0,1196.0,866.0
"453.92989 Da 382.16 s",6.37,452.92262,,"C11H11N4O6PS4",856.0,1112.0,1834.0,1284.0,1424.0,2160.0
"103.96440 Da 386.70 s",6.45,102.95713,,,690.0,1158.0,872.0,994.0,1024.0,804.0
"814.55111 Da 387.33 s",6.46,813.54383,,,2536.0,2150.0,1784.0,1718.0,1202.0,848.0
"946.58984 Da 392.83 s",6.55,945.58257,,"C49H83N6O10P",8248.0,7632.0,5580.0,7860.0,4850.0,2168.0
"783.52399 Da 395.13 s",6.59,782.51671,,,1290.0,882.0,700.0,1196.0,396.0,592.0
"589.90508 Da 403.09 s",6.72,588.89780,,"C12H19N2O11PS6",444.0,1010.0,782.0,768.0,1248.0,1260.0
"934.58960 Da 403.33 s",6.72,933.58232,,"C50H88N4O6P2S",5266.0,4328.0,2746.0,3274.0,2366.0,1118.0
"770.52032 Da 408.38 s",6.81,769.51304,,"C44H66N8O4",10034.0,6484.0,5968.0,6720.0,4274.0,3108.0
"147.97276 Da 411.40 s",6.86,146.96548,,,1110.0,1256.0,1080.0,898.0,1490.0,1226.0
"699.91806 Da 411.57 s",6.86,698.91079,,"C17H17N8O9PS6",1598.0,952.0,1278.0,916.0,658.0,720.0
"960.60027 Da 412.45 s",6.87,959.59300,,,1614.0,560.0,1056.0,1122.0,1040.0,170.0
"317.95516 Da 412.49 s",6.87,316.94788,,"C7H4N4O7P2",2384.0,2716.0,3368.0,3584.0,3682.0,4254.0
"385.94230 Da 414.21 s",6.90,384.93502,,,1696.0,1852.0,1882.0,2340.0,2212.0,2760.0
"113.99281 Da 422.07 s",7.03,112.98553,,,8156.0,7148.0,7850.0,7730.0,8674.0,7246.0
"181.98028 Da 423.35 s",7.06,180.97300,,"C4H7O4PS",1900.0,2114.0,2514.0,1802.0,2486.0,2084.0
"864.52469 Da 424.77 s",7.08,863.51741,,"C24H61N30O4P",3092.0,2448.0,2722.0,2940.0,1694.0,1590.0
"786.50615 Da 425.27 s",7.09,785.49887,,,1448.0,1402.0,1072.0,1474.0,962.0,672.0
"284.27190 Da 426.67 s",7.11,283.26462,,,834.0,1012.0,1162.0,690.0,694.0,692.0
"816.56227 Da 434.08 s",7.23,815.55499,,,1302.0,1156.0,672.0,882.0,562.0,366.0
"589.90273 Da 434.51 s",7.24,588.89546,,"C22H9O12P3S",396.0,824.0,844.0,1004.0,992.0,1150.0
"720.50313 Da 438.95 s",7.32,719.49585,,"C31H72N6O10S",1544.0,1326.0,1084.0,888.0,1086.0,638.0
"760.58369 Da 445.36 s",7.42,759.57642,,"C32H85N6O9PS",1146.0,1194.0,1004.0,1022.0,938.0,618.0
"1028.59373 Da 445.73 s",7.43,1027.58645,,"C45H72N24O3S",5220.0,5186.0,4326.0,4618.0,4784.0,4292.9794921875
"950.57734 Da 446.15 s",7.44,949.57006,,"C42H94N8O3S6",992.0,888.0,1040.0,808.0,1142.0,0.0
"960.60583 Da 447.20 s",7.45,959.59855,,"C45H80N14O7S",43608.0,45880.0,43902.0,39258.0,41876.0,34098.0
"977.60063 Da 447.76 s",7.46,976.59335,,"C38H94N9O11P3S",932.0,530.0,1068.0,1000.0,0.0,650.0
"609.46301 Da 452.01 s",7.53,608.45573,,"C29H59N11OS",3142.0,3630.0,2456.0,3082.0,3038.0,2518.0
"699.91265 Da 452.12 s",7.54,698.90538,,"C27H12O15P4",1612.0,1244.0,1032.0,1094.0,1010.0,804.0
"610.46450 Da 453.62 s",7.56,609.45722,,"C22H66N12OS3",1340.0,1194.0,1408.0,1742.0,1406.0,1158.0
"592.47169 Da 455.14 s",7.59,591.46442,,"C30H60N10S",15904.0,14922.0,16270.0,17670.0,18832.0,16258.0
"822.55486 Da 455.15 s",7.59,821.54758,,"C24H71N24O4PS",1516.0,996.0,1126.0,1258.0,906.0,898.0
"706.44795 Da 455.16 s",7.59,705.44067,,"C27H59N14O6P",1570.0,1838.0,1282.0,1138.0,1396.0,936.0
"864.52395 Da 455.17 s",7.59,863.51667,,"C33H92N4O8S6",1266.0,1336.0,1454.0,1458.0,932.0,1520.0
"582.44347 Da 455.90 s",7.60,581.43619,,"C41H58O2",1058.0,1432.0,1378.0,1224.0,1354.0,1312.0
"746.52045 Da 459.36 s",7.66,745.51317,,"C35H82N6S5",2134.0,1792.0,1258.0,1376.0,1096.0,540.0
"948.60462 Da 459.71 s",7.66,947.59734,,"C46H77N16O4P",3572.0,3698.0,2764.0,3510.0,2550.0,988.0
"986.62307 Da 465.00 s",7.75,985.61579,,"C47H82N14O7S",2942.0,2008.0,2008.0,2410.0,2060.0,804.0
"589.90685 Da 468.26 s",7.80,588.89957,,"C13H7N10O8PS4",662.0,934.0,1168.0,1172.0,1146.0,1270.0
"147.97320 Da 468.49 s",7.81,146.96592,,,614.0,782.0,1068.0,1020.0,1004.0,1546.0
"521.91800 Da 469.61 s",7.83,520.91073,,"C16H6N6O7S4",492.0,1408.0,1298.0,980.0,1298.0,1370.0
"938.61984 Da 471.32 s",7.86,937.61256,,"C49H86N4O13",726.0,888.0,1492.0,2330.0,2374.0,1110.0
"801.52527 Da 475.79 s",7.93,800.51799,,"C28H75N13O9S2",1332.0,1160.0,1226.0,1280.0,944.0,954.0
"774.50799 Da 476.74 s",7.95,773.50072,,"C34H78N8O3S4",1068.0,974.0,476.0,1360.0,658.0,660.0
"784.53611 Da 477.16 s",7.95,783.52883,,"C37H72N10O6S",32616.0,25354.0,21344.0,24460.0,17786.0,11344.0
"852.52223 Da 478.50 s",7.97,851.51495,,,2650.0,2514.0,2270.0,2576.0,1740.0,1338.0
"853.52235 Da 480.67 s",8.01,852.51508,,"C35H87N3O11S4",0.0,1136.0,790.0,1000.0,0.0,394.0
"699.91450 Da 484.37 s",8.07,698.90722,,,1374.0,1266.0,1048.0,1072.0,890.0,0.0
"772.53614 Da 489.72 s",8.16,771.52886,,"C44H68N8O4",23632.0,21068.0,14972.0,11716.0,7966.0,6160.0
"840.52343 Da 490.51 s",8.18,839.51615,,"C27H74N18O6P2S",1564.0,1754.0,1314.0,1108.0,730.0,814.0
"936.60543 Da 495.21 s",8.25,935.59815,,"C43H80N14O7S",14584.0,13066.0,11654.0,7718.0,8370.0,3640.0
"1004.59152 Da 496.21 s",8.27,1003.58425,,,3062.0,1962.0,2490.0,2032.0,1562.0,954.0
"968.51713 Da 496.92 s",8.28,967.50985,,,1986.0,1624.0,912.0,2092.0,1234.0,420.0
"969.52331 Da 497.77 s",8.30,968.51603,,,1608.0,1368.0,1118.0,1042.0,896.0,508.0
"652.36412 Da 499.78 s",8.33,325.17478,,"C25H58N4O11P2",474.0,0.0,0.0,0.0,2162.0,1338.0
"798.55214 Da 500.81 s",8.35,797.54486,,,3412.0,2506.0,2274.0,2208.0,1044.0,1526.0
"837.55279 Da 501.27 s",8.35,836.54551,,"C26H73N21O6P2",1320.0,672.0,0.0,1202.0,0.0,582.0
"836.54622 Da 502.06 s",8.37,835.53895,,"C41H81N4O9PS",1956.0,908.0,1376.0,1544.0,1330.0,650.0
"792.56643 Da 505.34 s",8.42,791.55916,,,1524.0,602.0,1196.0,84.0,338.0,0.0
"103.96433 Da 506.75 s",8.45,102.95705,,,728.0,1004.0,1096.0,1072.0,742.0,1474.0
"317.95523 Da 507.12 s",8.45,316.94795,,"C7H4N4O7P2",2318.0,3374.0,3918.0,3644.0,3950.0,4548.0
"773.54256 Da 507.27 s",8.45,772.53528,,"C31H80N7O10PS",1844.0,1648.0,1124.0,1122.0,588.0,864.0
"130.98296 Da 507.70 s",8.46,129.97568,,,2468.0,2976.0,2428.0,3022.0,2946.0,3962.0
"249.96765 Da 509.58 s",8.49,248.96038,,"C9H2N2O5S",3180.0,4020.0,5584.0,4814.0,4632.0,4942.0
"397.89862 Da 514.37 s",8.57,396.89134,,,714.0,1098.0,692.0,730.0,1120.0,692.0
"1030.60968 Da 522.87 s",8.71,1029.60241,,"C46H92N6O15P2",4180.0,4496.0,3352.0,4152.0,4054.0,2582.0
"800.55112 Da 525.56 s",8.76,799.54384,,"C26H80N12O11S2",1580.0,1072.0,1518.0,1386.0,1244.0,1060.0
"912.52802 Da 537.40 s",8.96,911.52074,,,878.0,1296.0,1298.0,720.0,0.0,696.0
"798.55191 Da 542.53 s",9.04,797.54463,,"C43H79N2O9P",83382.0,82302.0,82342.0,71926.0,77104.0,79418.0
"866.53974 Da 545.50 s",9.09,865.53246,,"C46H62N18",4322.0,4338.0,4438.0,4414.0,4198.0,5104.0
"868.54583 Da 546.62 s",9.11,867.53855,,"C35H84N10O6S4",708.0,902.0,1044.0,948.0,854.0,1096.0
"789.98381 Da 548.34 s",9.14,788.97654,,"C31H17N6O12P3S",1236.0,1132.0,1206.0,982.0,762.0,444.0
"533.93213 Da 555.19 s",9.25,532.92485,,"C13H18N4O5S7",1066.0,1158.0,784.0,774.0,1058.0,756.0
"854.53869 Da 558.00 s",9.30,853.53141,,"C44H74N10O3S2",854.0,1076.0,670.0,1340.0,902.0,650.0
"788.53124 Da 561.00 s",9.35,787.52396,,"C28H78N12O7P2S",578.0,1412.0,514.0,1274.0,826.0,1132.0
"988.63784 Da 561.15 s",9.35,987.63057,,"C37H93N14O10PS2",1342.0,1104.0,588.0,1190.0,1208.0,476.0
"824.56743 Da 562.75 s",9.38,823.56016,,"C48H72N8O4",6716.0,5088.0,4518.0,5672.0,3360.0,2356.0
"951.62659 Da 565.31 s",9.42,950.61931,,,1778.0,1670.0,1146.0,1654.0,1460.0,234.0
"748.53569 Da 579.28 s",9.65,747.52841,,"C41H80O7S2",5092.0,6080.0,4376.0,2474.0,2088.0,1884.0
"130.98300 Da 580.85 s",9.68,129.97572,,,2750.0,2424.0,3076.0,2128.0,3434.0,3516.0
"147.97282 Da 583.67 s",9.73,146.96554,,,892.0,0.0,1314.0,1066.0,1066.0,1324.0
"334.94596 Da 584.75 s",9.75,333.93869,,"C8H9N5S5",770.0,630.0,1024.0,862.0,1046.0,734.0
"62.99587 Da 595.62 s",9.93,61.98860,,,7576.0,6346.0,7724.0,8054.0,9838.0,11468.0
"520.41400 Da 596.41 s",9.94,519.40672,,"C23H61N4O4PS",2860.0,2262.0,2848.0,4258.0,3974.0,4438.0
"764.52296 Da 596.98 s",9.95,763.51568,,"C40H80N2O5S3",1836.0,1880.0,1774.0,1370.0,1088.0,832.0
"699.91675 Da 598.50 s",9.97,698.90947,,"C20H24N6O2S10",1214.0,1322.0,1122.0,1088.0,1042.0,728.0
"774.55168 Da 598.73 s",9.98,773.54441,,"C36H74N10O6S",66424.0,58726.0,44102.0,41736.0,34894.0,20070.0
"791.54517 Da 599.10 s",9.98,790.53790,,"C29H86N5O12PS2",1604.0,1706.0,1358.0,1228.0,1100.0,1002.0
"842.53870 Da 599.58 s",9.99,841.53142,,"C39H89O10P3S",3500.0,3526.0,3148.0,3358.0,3274.0,2060.0
"765.52500 Da 599.94 s",10.00,764.51772,,"C35H76N9O3PS2",1276.0,1076.0,792.0,710.0,790.0,0.0
"910.52816 Da 600.04 s",10.00,909.52088,,"C32H78N8O21",1004.0,1108.0,1022.0,848.0,800.0,436.0
"385.94266 Da 610.71 s",10.18,384.93538,,"C11H3N2O12P",2048.0,2774.0,2604.0,2444.0,2534.0,3666.0
"227.97092 Da 613.26 s",10.22,226.96364,,,730.0,1070.0,730.0,788.0,1012.0,712.0
"147.97290 Da 613.74 s",10.23,146.96562,,,918.0,1198.0,1132.0,1188.0,1330.0,1520.0
"326.19128 Da 614.52 s",10.24,325.18400,,"C10H26N6O6",1102.0,928.0,1272.0,1018.0,1376.0,1312.0
"379.92545 Da 615.12 s",10.25,378.91817,,"C11H9O7PS3",82.0,652.0,1016.0,1364.0,792.0,982.0
"589.90383 Da 617.60 s",10.29,588.89655,,"C15H26O4S10",858.0,1334.0,1292.0,1498.0,1418.0,1336.0
"813.57234 Da 622.03 s",10.37,812.56506,,"C44H83N3O6S2",1692.0,1388.0,1214.0,1166.0,1090.0,920.0
"812.56871 Da 623.75 s",10.40,811.56144,,,2518.0,1884.0,1816.0,2003.7877197265625,1982.0,1162.0
"938.62163 Da 625.51 s",10.43,937.61435,,"C40H91N8O12PS",7184.0,8686.0,6954.0,4506.0,5646.0,1194.0
"101.94087 Da 625.54 s",10.43,100.93359,,,11006.0,10274.0,7468.0,7074.0,6356.0,5174.0
"914.55028 Da 630.61 s",10.51,913.54301,,,1206.0,1000.0,852.0,736.0,690.0,0.0
"818.56237 Da 632.20 s",10.54,817.55509,,"C34H78N10O10S",990.0,1100.0,1068.0,1116.0,838.0,1196.0
"533.93313 Da 633.40 s",10.56,532.92585,,"C14H22N4S9",1266.0,1092.0,876.0,1124.0,1054.0,690.0
"380.27696 Da 635.33 s",10.59,379.26969,,"C19H40O7",2444.0,1064.0,1044.0,706.0,588.0,610.0
"556.39380 Da 644.91 s",10.75,555.38652,,,2302.0,1844.0,1820.0,2036.0,1548.0,1858.0
"103.96429 Da 658.38 s",10.97,102.95701,,,624.0,856.0,800.0,1136.0,1000.0,1058.0
"869.55901 Da 660.04 s",11.00,868.55174,,"C22H67N27O10",1530.0,1200.0,1186.0,1708.0,1088.0,718.0
"790.53872 Da 661.28 s",11.02,789.53145,,"C29H75N16O3PS2",1160.0,1072.0,960.0,1192.0,710.0,632.0
"817.55887 Da 662.68 s",11.04,816.55160,,"C35H80N9O8PS",1102.0,986.0,814.0,1248.0,1154.0,732.0
"340.20787 Da 666.17 s",11.10,339.20060,,"C12H24N10O2",904.0,768.0,676.0,1004.0,728.0,1270.0
"116.92783 Da 669.31 s",11.16,115.92056,,,1138.0,654.0,568.0,1004.0,418.0,548.0
"99.94634 Da 671.58 s",11.19,98.93906,,,1772.0,1018.0,680.0,690.0,566.0,630.0
"826.58324 Da 675.78 s",11.26,825.57596,,"C37H87N4O11PS",5630.0,4724.0,3082.0,3996.0,2900.0,1650.0
"113.99278 Da 676.56 s",11.28,112.98550,,,12068.0,9648.0,7502.0,7324.0,9136.0,7832.0
"856.55684 Da 682.64 s",11.38,855.54957,,,1814.0,1794.0,1376.0,1626.0,1412.0,764.0
"699.92223 Da 692.33 s",11.54,698.91495,,"C27H12N2O13S4",1318.0,992.0,1074.0,1194.0,980.0,750.0
"243.95064 Da 696.02 s",11.60,242.94336,,,116.0,604.0,1266.0,1970.0,746.0,984.0
"521.91731 Da 696.62 s",11.61,520.91003,,"C18H11N4O3PS5",1448.0,1898.0,1684.0,1682.0,1812.0,2018.0
"334.94491 Da 699.59 s",11.66,333.93763,,,678.0,1032.0,1086.0,910.0,1014.0,1032.0
"589.90502 Da 699.61 s",11.66,588.89774,,,964.0,1340.0,1524.0,1564.0,1500.0,1732.0
"826.58372 Da 709.54 s",11.83,825.57644,,"C48H74N8O4",4928.0,3526.0,3268.0,3688.0,2566.0,1230.0
"827.58770 Da 711.37 s",11.86,826.58042,,,2532.0,2106.0,1520.0,1542.0,1444.0,830.0
"379.92551 Da 714.00 s",11.90,378.91823,,"C12H5N4O3PS3",0.0,624.0,1312.0,1004.0,1108.0,934.0
"340.20742 Da 725.84 s",12.10,339.20014,,"C12H24N10O2",1162.0,798.0,812.0,1100.0,1126.0,878.0
"589.90549 Da 731.38 s",12.19,588.89821,,"C12H11N6O12PS4",1016.0,1368.0,1622.0,1746.0,1870.0,1756.0
"130.98291 Da 732.59 s",12.21,129.97564,,,4438.0,2996.0,3258.0,3276.0,2908.0,3232.0
"249.96764 Da 733.82 s",12.23,248.96036,,,5368.0,5370.0,5716.0,5586.0,6722.0,5924.0
"227.97099 Da 735.46 s",12.26,226.96371,,,914.0,1198.0,802.0,1324.0,1046.0,1032.0
"113.99280 Da 737.07 s",12.28,112.98553,,,13118.0,7212.0,7068.0,7664.0,7856.0,9870.0
"334.94521 Da 737.31 s",12.29,333.93794,,"C7H5N5O5S3",730.0,1176.0,800.0,1130.0,1098.0,986.0
"453.92982 Da 738.18 s",12.30,452.92255,,,1790.0,2248.0,2208.0,2164.0,2594.0,2432.0
"793.55900 Da 750.70 s",12.51,792.55172,,"C22H68N25O5P",1436.0,1426.0,1500.0,1104.0,1738.0,1154.0
"766.53700 Da 751.60 s",12.53,765.52972,,"C26H71N16O8P",1902.0,1466.0,1428.0,1214.0,1138.0,1102.0
"845.55917 Da 751.94 s",12.53,844.55189,,"C24H68N27O5P",1854.0,1428.0,1374.0,1368.0,1470.0,870.0
"776.56737 Da 752.09 s",12.53,775.56009,,"C41H81N2O9P",40312.0,42630.0,38222.0,28238.0,30214.0,20828.0
"792.54907 Da 768.63 s",12.81,791.54180,,,1180.0,1130.0,1454.0,1422.0,1556.0,1210.0
"802.58328 Da 770.05 s",12.83,801.57600,,"C38H78N10O6S",46130.0,38678.0,37528.0,45486.0,39484.0,22384.0
"699.91879 Da 770.25 s",12.84,698.91152,,"C16H32N2O6S11",1782.0,1156.0,1010.0,1220.0,898.0,664.0
"938.56188 Da 770.55 s",12.84,937.55460,,,870.0,1242.0,1064.0,1292.0,1226.0,1172.0
"916.56657 Da 771.76 s",12.86,915.55929,,,1216.0,1700.0,962.0,644.0,726.0,0.0
"819.57452 Da 772.05 s",12.87,818.56725,,"C35H82N9O8PS",1746.0,1280.0,1224.0,1588.0,1350.0,1196.0
"870.57000 Da 772.37 s",12.87,869.56273,,"C51H84O7P2",3074.0,2924.0,3442.0,3162.0,3428.0,2522.0
"453.92998 Da 781.38 s",13.02,452.92270,,,1070.0,1740.0,1848.0,1866.0,2016.0,2466.0
"970.53576 Da 782.07 s",13.03,969.52849,,,1946.0,2840.0,1206.0,1156.0,650.0,0.0
"589.90459 Da 782.64 s",13.04,588.89732,,"C30H6O6S4",492.0,978.0,1156.0,1524.0,1364.0,1848.0
"130.98286 Da 788.04 s",13.13,129.97558,,,2090.0,2286.0,3086.0,2750.0,2976.0,2712.0
"147.97270 Da 790.96 s",13.18,146.96543,,,904.0,980.0,1092.0,1308.0,1562.0,1600.0
"804.59109 Da 799.85 s",13.33,803.58381,,"C44H80N6O5S",110.0,1480.0,1218.0,1134.0,1018.0,896.0
"378.28114 Da 801.05 s",13.35,377.27386,,"C13H34N10O3",1096.0,950.0,898.0,846.0,1112.0,724.0
"966.65710 Da 801.15 s",13.35,965.64982,,"C45H100N4O11P2S",1866.0,1750.0,1898.0,1168.0,2038.0,510.0
"791.58652 Da 802.27 s",13.37,790.57924,,"C36H94N3O4PS4",1268.0,1098.0,1398.0,534.0,1100.0,748.0
"716.46440 Da 805.23 s",13.42,715.45713,,,1238.0,1054.0,1112.0,1400.0,728.0,160.0
"1052.52432 Da 807.07 s",13.45,1051.51705,,"C65H84N2S5",3534.0,2982.0,2924.0,368.0,1674.0,0.0
"1007.53642 Da 808.31 s",13.47,1006.52914,,"C67H69N5O4",2884.0,2374.0,3142.0,2108.7138671875,2302.0,2446.0
"1006.53149 Da 808.91 s",13.48,1005.52421,,"C58H86O6S4",4260.0,3134.0,4154.0,4314.0,3526.0,2984.0
"256.24002 Da 809.89 s",13.50,255.23274,,"C16H32O2",1114.0,810.0,918.0,830.0,838.0,1210.0
"699.91722 Da 810.28 s",13.50,698.90994,,"C35H12N2O3S6",2788.0,2262.0,1600.0,1402.0,1704.0,1700.0
"858.57095 Da 813.14 s",13.55,857.56368,,,1380.0,1488.0,1252.0,840.0,1302.0,860.0
"984.55032 Da 814.59 s",13.58,983.54304,,"C55H89N2O3PS4",3778.0,3816.0,0.0,4478.0,2342.0,2092.0
"816.60022 Da 818.42 s",13.64,815.59294,,"C45H81N6O5P",3360.0,3292.0,2512.0,3588.0,2930.0,1282.0
"742.48195 Da 821.27 s",13.69,741.47467,,"C24H68N14O8P2",1970.0,1746.0,1404.0,1322.0,708.0,484.0
"130.98305 Da 822.19 s",13.70,129.97577,,,2056.0,1710.0,2540.0,2320.0,2142.0,2812.0
"380.27666 Da 823.22 s",13.72,379.26939,,"C16H32N10O",2934.0,2004.0,1580.0,1438.0,1302.0,1078.0
"284.27191 Da 824.28 s",13.74,283.26463,,"C18H36O2",894.0,1326.0,1056.0,794.0,922.0,874.0
"701.90712 Da 830.50 s",13.84,700.89984,,"C26H6O22S",1056.0,1158.0,826.0,1072.0,660.0,0.0
"530.46922 Da 836.11 s",13.94,529.46194,,"C20H58N12O4",1268.0,940.0,1442.0,2220.0,2466.0,2398.0
"804.59873 Da 836.13 s",13.94,803.59146,,"C46H76N8O4",14136.0,16062.0,8962.0,7358.0,7592.0,1154.0
"872.58861 Da 836.74 s",13.95,871.58133,,"C41H80N10O8S",2920.0,2384.0,774.0,2572.0,1972.0,1294.0
"90.03170 Da 837.60 s",13.96,89.02443,,,1164.0,796.0,1184.0,834.0,784.0,1134.0
"802.49014 Da 838.93 s",13.98,801.48286,,"C27H78N8O12S3",478.0,818.0,904.0,1260.0,1094.0,262.0
"789.98516 Da 839.26 s",13.99,788.97788,,"C18H34N2O18S7",2562.0,1392.0,1650.0,1106.0,1006.0,684.0
"725.88038 Da 848.67 s",14.14,724.87310,,"C34H15O3PS7",1166.0,1850.0,2098.0,2474.0,2106.0,2506.0
"181.98009 Da 852.34 s",14.21,180.97281,,,2978.0,4014.0,3642.0,4360.0,3930.0,4586.0
"730.48148 Da 853.04 s",14.22,729.47420,,"C23H68N14O8P2",1400.0,1876.0,2230.0,2358.0,1636.0,940.0
"731.48339 Da 854.38 s",14.24,730.47612,,"C24H69N13O8S2",1254.0,1388.0,1036.0,1280.0,912.0,0.0
"528.45540 Da 855.95 s",14.27,527.44812,,"C35H60O3",1440.0,1670.0,1384.0,2224.0,2604.0,4230.0
"266.95797 Da 857.34 s",14.29,265.95070,,,732.0,848.0,1180.0,1004.0,1068.0,904.0
"239.93900 Da 857.65 s",14.29,238.93172,,,686.0,754.0,860.0,1088.0,1072.0,1134.0
"719.48619 Da 867.77 s",14.46,718.47891,,"C35H77NO7S3",1360.0,1208.0,1452.0,1020.0,386.0,496.0
"718.48014 Da 868.51 s",14.48,717.47286,,,3188.0,2808.0,2282.0,1798.0,1752.0,842.0
"789.98262 Da 875.60 s",14.59,788.97535,,"C35H18N8O3S6",2812.0,2324.0,1696.0,1344.0,1306.0,1064.0
"884.49795 Da 877.90 s",14.63,883.49067,,"C57H73O4PS",1240.0,2262.0,2764.0,3770.0,3274.0,1270.0
"816.50799 Da 879.10 s",14.65,815.50072,,"C34H81N4O11PS2",24560.0,37314.0,24720.0,50686.0,26654.0,13476.0
"744.49629 Da 881.39 s",14.69,743.48902,,"C31H68N8O12",183370.0,205628.0,140672.0,146200.0,94114.0,48860.0
"745.27352 Da 881.55 s",14.69,744.26624,,"C28H56N7O4PS5",1000.0,1674.0,1012.0,718.0,412.0,0.0
"812.48387 Da 884.43 s",14.74,811.47659,,"C30H74N10O9P2S",8288.0,9364.0,9330.0,10020.0,9442.0,7160.0
"804.50837 Da 887.95 s",14.80,803.50110,,"C44H68N8O4S",2078.0,4468.0,2702.0,5674.0,1342.0,1800.0
"793.87193 Da 893.67 s",14.89,792.86465,,"C36H14N2O4S8",0.0,834.0,1142.0,1056.0,1064.0,1044.0
"334.94521 Da 894.40 s",14.91,333.93793,,,290.0,342.0,928.0,1372.0,974.0,1374.0
"227.97018 Da 896.75 s",14.95,226.96290,,,1052.0,1434.0,1540.0,1452.0,1512.0,1958.0
"589.90576 Da 897.59 s",14.96,588.89849,,,948.0,1734.0,2532.0,2646.0,3148.0,3988.0
"725.88212 Da 897.76 s",14.96,724.87484,,"C18H18N10O2S10",544.0,1196.0,1534.0,1566.0,2050.0,2578.0
"307.92605 Da 897.82 s",14.96,306.91877,,,472.0,564.0,796.0,854.0,1050.0,1152.0
"130.98292 Da 898.15 s",14.97,129.97564,,,950.0,1410.0,1974.0,1600.0,2554.0,2266.0
"249.96774 Da 898.67 s",14.98,248.96046,,"C9H2N2O5S",2254.0,6764.0,7538.0,7644.0,8814.0,9714.0
"113.99278 Da 899.21 s",14.99,112.98550,,,9654.0,9600.0,14040.0,12608.0,13096.0,17024.0
"657.89205 Da 900.22 s",15.00,656.88477,,"C22H10N8O3S7",328.0,1592.0,1672.0,1828.0,2206.0,3008.0
"732.49689 Da 901.64 s",15.03,731.48961,,"C23H68N14O10S",4244.0,2902.0,3370.0,3788.0,3304.0,1208.0
"766.49382 Da 908.85 s",15.15,765.48654,,"C31H75N8O7PS2",1302.0,2936.0,1966.0,1510.0,1812.0,1126.0
"996.47458 Da 913.18 s",15.22,995.46731,,,474.0,698.0,922.0,1080.0,1054.0,976.0
"860.49572 Da 915.46 s",15.26,859.48844,,"C49H64N8O6",1376.0,4350.0,2862.0,4672.0,4302.0,3088.0
"792.50799 Da 916.87 s",15.28,791.50072,,"C37H69N12O3PS",44848.0,68500.0,48416.0,58556.0,34862.0,17914.0
"886.51204 Da 918.54 s",15.31,885.50476,,"C37H58N24O3",1332.0,1518.0,964.0,2694.0,4154.0,3740.0
"720.49600 Da 919.86 s",15.33,719.48872,,"C37H72N2O9S",16254.0,18158.0,12304.0,11766.0,6296.0,3798.0
"882.48952 Da 920.33 s",15.34,881.48225,,"C50H78N2O3S4",1270.0,1064.0,1306.0,854.0,1168.0,1890.0
"101.94091 Da 925.69 s",15.43,100.93364,,,78406.0,68038.0,61282.0,56642.0,45740.0,39604.0
"747.29049 Da 926.29 s",15.44,746.28321,,"C26H45N13O9S2",1648.0,1898.0,1208.0,972.0,628.0,186.0
"746.51206 Da 926.96 s",15.45,745.50479,,"C32H66N12O8",221668.0,236054.0,160604.0,152742.0,114220.0,51648.0
"818.52368 Da 927.35 s",15.46,817.51641,,"C42H79N2O9PS",72866.0,123816.0,80968.0,137582.0,75900.0,32936.0
"100.93311 Da 931.53 s",15.53,99.92583,,,8270.0,8400.0,6818.0,7266.0,4520.0,4926.0
"701.91635 Da 932.34 s",15.54,700.90907,,"C32H7N4O8PS3",1014.0,1056.0,1064.0,1088.0,700.0,696.0
"950.47967 Da 933.38 s",15.56,949.47239,,"C30H70N20O9S3",876.0,652.0,1076.0,964.0,914.0,1076.0
"699.91731 Da 933.88 s",15.56,698.91003,,"C21H8N4O20S2",2420.0,1696.0,2052.0,1540.0,1658.0,1422.0
"814.50012 Da 934.03 s",15.57,813.49284,,"C35H81N2O12P3",5992.0,5642.0,6392.0,5900.0,6240.0,6290.0
"794.52882 Da 936.28 s",15.60,793.52154,,"C24H66N20O10",1406.0,1906.0,878.0,1226.0,1202.0,532.0
"789.98377 Da 936.43 s",15.61,788.97649,,,2926.0,1698.0,1434.0,1152.0,1008.0,840.0
"883.49253 Da 938.91 s",15.65,882.48525,,"C31H80N7O15P3",1006.0,846.0,902.0,1134.0,1018.0,752.0
"1036.78379 Da 941.43 s",15.69,1035.77651,,,1662.0,1858.0,1568.0,1060.0,1290.0,528.0
"874.51429 Da 943.84 s",15.73,873.50702,,"C48H82N4S5",1160.0,1274.0,1346.0,1092.0,848.0,746.0
