"Bucket label","RT","m/z","Name","Formula","2020020_TTP_SILS2665_RA1_1_23 _merged_","2020020_TTP_SILS2666_RA2_1_23 _merged_","2020020_TTP_SILS2667_RA3_1_23 _merged_","2020020_TTP_SILS2668_RA4_1_23 _merged_","2020020_TTP_SILS2669_RA5_1_239 _merged_","2020020_TTP_SILS2670_RA6_1_238 _merged_"
"233.03331 Da 68.81 s",1.15,234.04058,,"C12H11NS2",0.0,0.0,0.0,2674.0,2698.0,898.0
"211.05125 Da 67.62 s",1.13,212.05853,,"C6H13NO5S",0.0,0.0,0.0,17942.0,17162.0,5888.0
"171.13701 Da 68.10 s",1.14,172.14428,,"C8H17N3O",9834.0,8842.0,7214.0,7234.0,5870.0,2076.0
"52.93136 Da 70.28 s",1.17,53.93864,,,1044.0,1036.0,0.0,834.0,810.0,876.0
"235.93040 Da 70.73 s",1.18,236.93767,,,786.0,692.0,0.0,756.0,1036.0,0.0
"232.14253 Da 71.92 s",1.20,233.14980,,"C10H20N2O4",482.0,1018.0,1026.0,938.0,352.0,248.0
"276.09514 Da 72.07 s",1.20,277.10241,,"C12H21O3PS",1270.0,666.0,818.0,1034.0,1142.0,434.0
"147.05292 Da 73.68 s",1.23,146.04564,,"C5H9NO4",2000.0,1710.0,1482.0,776.0,634.0,344.0
"59.03690 Da 72.47 s",1.21,60.04417,,,3100.0,2850.0,3478.0,1992.0,1080.0,0.0
"105.04228 Da 72.56 s",1.21,106.04956,,,824.0,1214.0,1000.0,328.0,346.0,130.0
"79.04192 Da 73.74 s",1.23,80.04920,,,2214.0,3090.0,1736.0,2332.0,1676.0,276.0
"77.02622 Da 75.60 s",1.26,78.03350,,,650.0,1540.0,716.0,762.0,576.0,354.0
"284.27164 Da 74.24 s",1.24,285.27891,"Stearic acid","C18H36O2",914.0,898.0,540.0,0.0,798.0,2690.0
"188.94814 Da 74.83 s",1.25,189.95541,,,1690.0,0.0,1624.0,2126.0,2096.0,1568.0
"55.95735 Da 74.88 s",1.25,56.96462,,,1626.0,1818.0,2094.0,2826.0,1894.0,2228.0
"54.92667 Da 76.28 s",1.27,55.93395,,,8408.0,8766.0,10498.0,8722.0,10112.0,8862.0
"95.95332 Da 76.49 s",1.27,96.96060,,,1180.0,0.0,0.0,1410.0,1154.0,1678.0
"57.05748 Da 77.07 s",1.28,58.06476,,,966.0,1294.0,1036.0,0.0,1052.0,420.0
"68.06252 Da 78.63 s",1.31,69.06980,,,5168.0,10770.0,5196.0,4456.0,4482.0,974.0
"85.08904 Da 78.04 s",1.30,86.09631,,"C5H11N",23528.0,41066.0,27502.0,24446.0,17538.0,4074.0
"59.07324 Da 79.07 s",1.32,60.08051,,,864.0,1336.0,1094.0,1152.0,924.0,316.0
"229.08803 Da 80.73 s",1.35,230.09531,,"C9H15N3O2S",2024.0,2474.0,1956.0,2122.0,1792.0,210.0
"123.03163 Da 80.31 s",1.34,124.03891,,,1040.0,1534.0,740.0,802.0,506.0,390.0
"176.05613 Da 80.37 s",1.34,177.06341,,,1482.0,2070.0,1258.0,0.0,1284.0,0.0
"184.09095 Da 83.22 s",1.39,185.09822,,,882.0,1400.0,850.0,1132.0,704.0,0.0
"404.13870 Da 81.96 s",1.37,203.07663,,"C21H25O6P",9296.0,11980.0,8702.0,9722.0,6722.0,522.0
"177.06506 Da 82.57 s",1.38,178.07234,,"C7H7N5O",1782.0,1344.0,940.0,1436.0,932.0,0.0
"175.04932 Da 81.08 s",1.35,176.05660,,"C7H5N5O",1570.0,0.0,1772.0,2034.0,1092.0,0.0
"404.13822 Da 81.51 s",1.36,405.14549,,"C16H28N4O2S3",3462.0,3460.0,2956.0,3460.0,2438.0,0.0
"185.09838 Da 81.16 s",1.35,186.10566,,"C8H15N3S",1396.0,1188.0,1034.0,1184.0,1006.0,118.0
"126.03149 Da 82.57 s",1.38,127.03876,,"C6H6O3",1028.0,0.0,422.0,636.0,432.0,332.0
"193.05958 Da 84.25 s",1.40,194.06686,,"C7H15NOS2",1472.0,1626.0,1726.0,2530.0,1626.0,582.0
"85.08899 Da 83.70 s",1.40,86.09627,,"C5H11N",33048.0,28204.0,35468.0,26750.0,13698.0,5042.0
"235.93096 Da 83.88 s",1.40,236.93823,,,852.0,644.0,1004.0,700.0,890.0,1456.0
"256.24028 Da 84.10 s",1.40,257.24755,"Isopalmitic acid","C16H32O2",1116.0,1218.0,2438.0,0.0,0.0,1112.0
"194.90431 Da 86.68 s",1.44,195.91159,,,0.0,844.0,0.0,960.0,480.0,1192.0
"163.06758 Da 87.31 s",1.46,164.07486,,,692.0,990.0,470.0,1234.0,0.0,0.0
"70.92191 Da 88.38 s",1.47,71.92919,,,0.0,0.0,888.0,1218.0,0.0,1232.0
"284.27221 Da 88.73 s",1.48,285.27949,,"C18H36O2",810.0,1800.0,2916.0,1076.0,902.0,1184.0
"154.11042 Da 91.47 s",1.52,155.11770,,"C8H14N2O",1560.0,1746.0,1264.0,1044.0,638.0,0.0
"171.13673 Da 91.49 s",1.52,172.14401,,"C8H17N3O",1974.0,1752.0,0.0,1490.0,854.0,598.0
"229.08149 Da 92.93 s",1.55,230.08877,,"C7H11N5O4",772.0,1384.0,450.0,2212.0,1172.0,988.0
"153.06460 Da 92.79 s",1.55,154.07188,,"C5H15NS2",636.0,1416.0,508.0,2108.0,1648.0,1382.0
"111.99257 Da 95.58 s",1.59,112.99985,,,974.0,1014.0,1860.0,704.0,854.0,140.0
"164.04729 Da 98.30 s",1.64,165.05452,,"C9H8O3",27460.0,35744.0,28410.0,25090.0,19382.0,6044.0
"181.07378 Da 98.09 s",1.63,182.08106,"L-Tyrosine","C9H11NO3",38718.0,47752.0,35766.0,37844.0,27760.0,8314.0
"90.04659 Da 99.29 s",1.65,91.05386,,,1288.0,2242.0,1388.0,1944.0,996.0,338.0
"340.04252 Da 98.26 s",1.64,341.04980,,"C9H25O3PS4",3090.0,3556.0,2324.0,1850.0,1304.0,790.0
"195.05581 Da 98.76 s",1.65,196.06309,,,0.0,0.0,0.0,1652.0,1444.0,0.0
"126.03128 Da 98.87 s",1.65,127.03856,,,0.0,1162.0,540.0,496.0,0.0,0.0
"318.06234 Da 102.48 s",1.71,317.05506,,"C9H18O10S",118078.0,148846.0,89606.0,56068.0,67376.0,17716.0
"74.03659 Da 99.85 s",1.66,75.04387,,,2998.0,2474.0,1902.0,1782.0,974.0,402.0
"85.08881 Da 99.42 s",1.66,86.09608,,,0.0,1098.0,820.0,1136.0,406.0,130.0
"56.02583 Da 100.25 s",1.67,57.03311,,,2744.0,3310.0,1840.0,1684.0,1096.0,700.0
"92.04711 Da 100.66 s",1.68,93.05438,,"C3H8O3",2784.0,3920.0,1628.0,1668.0,1202.0,720.0
"275.09461 Da 101.15 s",1.69,276.10188,,"C18H13NO2",1028.0,1050.0,446.0,1444.0,288.0,0.0
"60.00103 Da 102.16 s",1.70,61.00830,,,0.0,1000.0,792.0,0.0,790.0,1102.0
"284.27168 Da 103.20 s",1.72,285.27896,"Stearic acid","C18H36O2",1340.0,882.0,978.0,930.0,534.0,0.0
"160.08461 Da 104.12 s",1.74,161.09189,,"C6H12N2O3",1640.0,1494.0,1542.0,1014.0,784.0,448.0
"193.05993 Da 106.68 s",1.78,194.06721,,"C7H7N5O2",1380.0,1262.0,1180.0,1198.0,840.0,236.0
"60.00143 Da 112.26 s",1.87,61.00871,,,928.0,1160.0,1048.0,2038.0,1024.0,1070.0
"579.16962 Da 116.77 s",1.95,580.17689,,,0.0,0.0,444.0,1276.0,0.0,212.0
"180.01837 Da 117.04 s",1.95,181.02565,,"C5H9O5P",1648.0,1260.0,1342.0,1712.0,1058.0,0.0
"142.95181 Da 118.77 s",1.98,143.95909,,,1018.0,0.0,0.0,0.0,0.0,1374.0
"179.04365 Da 119.46 s",1.99,180.05093,,"C6H13NOS2",704.0,1388.0,850.0,1484.0,574.0,0.0
"202.00015 Da 119.69 s",1.99,203.00743,,,834.0,896.0,1038.0,1024.0,962.0,0.0
"151.02481 Da 119.77 s",2.00,152.03209,,,990.0,1298.0,1120.0,1114.0,1174.0,134.0
"175.04886 Da 120.37 s",2.01,176.05614,,"C7H13NS2",1004.0,652.0,626.0,566.0,624.0,428.0
"129.04254 Da 120.45 s",2.01,128.03526,"Pyroglutamic acid","C5H7NO3",6460.0,7900.0,4756.0,7506.0,7192.0,1624.0
"404.13849 Da 122.07 s",2.03,203.07624,,"C16H20N8O3S",2748.0,2856.0,2750.0,2670.0,2528.0,1556.0
"195.05656 Da 124.38 s",2.07,196.06384,,"C6H13NO4S",0.0,0.0,0.0,1046.0,800.0,184.0
"579.16659 Da 128.15 s",2.14,580.17432,,"C22H36N3O9P3",46382.0,37098.0,14376.0,30974.0,25524.0,6574.0
"384.12154 Da 127.48 s",2.12,385.12882,"S-Adenosylhomocysteine","C14H20N6O5S",0.0,1606.0,1066.0,1290.0,874.0,0.0
"275.09487 Da 127.97 s",2.13,276.10215,,"C10H17N3O4S",3058.0,4130.0,1478.0,3248.0,7336.0,1628.0
"597.17660 Da 128.48 s",2.14,598.18387,,"C23H40N3O7PS3",986.0,874.0,320.0,1040.0,0.0,0.0
"135.05473 Da 128.60 s",2.14,136.06201,,,574.0,1218.0,248.0,896.0,296.0,264.0
"384.12256 Da 128.87 s",2.15,193.06856,,"C13H26N2O7P2",694.0,1768.0,264.0,1142.0,946.0,0.0
"435.13192 Da 129.96 s",2.17,436.13920,,"C9H25N9O7S2",1384.0,704.0,614.0,0.0,0.0,0.0
"453.14173 Da 131.09 s",2.18,454.14901,,"C16H27N3O10S",1350.0,1212.0,1064.0,0.0,0.0,0.0
"144.92230 Da 133.46 s",2.22,145.92957,,,5430.0,4418.0,4632.0,4714.0,4408.0,4610.0
"116.92741 Da 134.65 s",2.24,117.93468,,,1224.0,1170.0,1346.0,1224.0,1608.0,1426.0
"142.95170 Da 137.39 s",2.29,143.95898,,,918.0,1088.0,1038.0,1072.0,1264.0,1062.0
"162.93232 Da 138.43 s",2.31,163.93960,,,1340.0,1168.0,1242.0,1348.0,1178.0,1462.0
"56.06244 Da 139.86 s",2.33,57.06972,,"C4H8",1114.0,1032.0,882.0,818.0,886.0,0.0
"235.93083 Da 144.36 s",2.41,236.93810,,,898.0,756.0,872.0,658.0,0.0,1134.0
"116.92736 Da 146.27 s",2.44,117.93464,,,1222.0,1524.0,1272.0,0.0,1220.0,0.0
"244.06860 Da 146.45 s",2.44,245.07588,,,286.0,576.0,544.0,2028.0,1336.0,372.0
"197.05468 Da 147.27 s",2.45,198.06181,,"C6H15NO2S2",718.0,1628.0,1040.0,1658.0,960.0,0.0
"112.02705 Da 146.76 s",2.45,113.03432,,"C4H4N2O2",710.0,1296.0,698.0,2526.0,2402.0,584.0
"266.05121 Da 148.23 s",2.47,267.05849,,"C7H6N8O4",0.0,560.0,260.0,1266.0,938.0,392.0
"617.08695 Da 148.52 s",2.48,618.09422,,,130.0,0.0,874.0,0.0,1102.0,0.0
"126.00811 Da 148.72 s",2.48,127.01538,,,0.0,1270.0,1346.0,1030.0,668.0,0.0
"189.06320 Da 149.11 s",2.49,190.07048,,"C7H11NO5",1190.0,1102.0,1028.0,1238.0,876.0,186.0
"56.06226 Da 150.57 s",2.51,57.06953,,,0.0,0.0,0.0,0.0,0.0,1000.0
"211.04645 Da 151.12 s",2.52,212.05372,,,0.0,1016.0,1262.0,964.0,626.0,312.0
"129.04263 Da 152.64 s",2.54,130.04991,,"C5H7NO3",2130.0,1840.0,1692.0,1422.0,256.0,598.0
"142.95165 Da 153.46 s",2.56,143.95892,,,0.0,0.0,1114.0,0.0,0.0,0.0
"617.09175 Da 154.58 s",2.58,309.55315,,"C22H27N5O10S3",1674.0,1646.0,1914.0,0.0,1244.0,0.0
"585.15322 Da 157.67 s",2.63,584.14595,,"C15H32N5O17P",2628.0,2818.0,2112.0,2722.0,2242.0,840.0
"211.07040 Da 157.33 s",2.62,212.07768,,"C7H9N5O3",0.0,2096.0,1408.0,2176.0,1758.0,880.0
"581.18260 Da 158.16 s",2.64,564.17944,,"C20H41NO12P2S",87928.0,118382.0,41694.0,86412.0,48678.0,16424.0
"373.12337 Da 159.25 s",2.65,374.13065,,"C13H19N5O8",1092.0,2064.0,736.0,1386.0,572.0,0.0
"616.08428 Da 158.03 s",2.63,617.09155,,"C23H9N18O3P",3060.0,3296.0,1904.0,2562.0,1882.0,1104.0
"126.00804 Da 156.20 s",2.60,125.00077,,,3704.0,3930.0,4378.0,2836.0,2002.0,848.0
"162.93247 Da 161.49 s",2.69,163.93975,,,978.0,0.0,1186.0,0.0,1296.0,2038.0
"235.93128 Da 162.71 s",2.71,236.93856,,,0.0,746.0,794.0,776.0,1260.0,0.0
"249.08595 Da 163.76 s",2.73,250.09323,,"C10H19NO2S2",1038.0,1268.0,906.0,382.0,418.0,0.0
"193.05967 Da 163.49 s",2.72,194.06695,,"C7H7N5O2",5192.0,8328.0,3850.0,5122.0,2386.0,1288.0
"528.18093 Da 163.58 s",2.73,529.18821,,"C12H32N8O13S",532.0,898.0,1114.0,0.0,0.0,0.0
"118.02807 Da 166.65 s",2.78,119.03534,,"C5H2N4",948.0,2560.0,1524.0,2100.0,1760.0,514.0
"267.09687 Da 167.42 s",2.79,268.10414,"Adenosine","C10H13N5O4",167612.0,365216.0,200146.0,338738.0,267178.0,84698.0
"135.05440 Da 167.33 s",2.79,136.06167,"Adenine","C5H5N5",43452.0,97034.0,50176.0,85522.0,68722.0,20048.0
"626.16817 Da 167.32 s",2.79,314.09136,,"C24H43N4O3PS5",1276.0,1922.0,1656.0,2204.0,1994.0,0.0
"633.17913 Da 167.93 s",2.80,634.18641,,"C22H40N3O12PS2",1102.0,1148.0,712.0,828.0,0.0,0.0
"153.06441 Da 168.41 s",2.81,154.07169,,"C5H15NS2",1006.0,1450.0,712.0,1552.0,324.0,0.0
"197.05478 Da 169.06 s",2.82,198.06206,,,928.0,1552.0,1008.0,1848.0,242.0,0.0
"635.19293 Da 169.50 s",2.82,636.20021,,"C22H17N23O2",3142.0,4134.0,3228.0,2874.0,1274.0,0.0
"73.05254 Da 168.87 s",2.81,74.05982,,"C3H7NO",1048.0,974.0,1484.0,1028.0,840.0,0.0
"313.08553 Da 168.98 s",2.82,314.09281,,"C12H11N9S",1578.0,0.0,0.0,0.0,0.0,0.0
"74.03670 Da 168.99 s",2.82,75.04398,,,656.0,780.0,584.0,1414.0,702.0,110.0
"563.17210 Da 171.48 s",2.86,546.16899,,"C16H22N17O5P",108270.0,110342.0,98392.0,110282.0,94102.0,23032.0
"663.11026 Da 171.52 s",2.86,664.11723,"Nicotinamide adenine dinucleotide _NAD_","C21H27N7O14P2",3238.0,2642.0,1896.0,2426.0,1852.0,0.0
"581.18506 Da 170.16 s",2.84,582.19234,,"C20H44N3O6PS4",904.0,1102.0,942.0,1290.0,908.0,0.0
"567.14461 Da 171.74 s",2.86,568.15188,,,0.0,986.0,934.0,1592.0,1318.0,0.0
"583.10773 Da 170.52 s",2.84,292.56114,,"C18H27N5O13P2",0.0,1516.0,0.0,1448.0,0.0,1040.0
"547.17655 Da 171.29 s",2.85,548.18383,,"C20H29N5O13",120302.0,133518.0,104082.0,141914.0,100948.0,12980.0
"599.08143 Da 171.36 s",2.86,300.54799,,,4596.0,5248.0,3632.0,5176.0,4630.0,900.0
"291.55380 Da 171.88 s",2.86,292.56108,,,0.0,0.0,1300.0,0.0,1278.0,0.0
"129.04226 Da 170.76 s",2.85,130.04954,,"C5H7NO3",1522.0,1190.0,1124.0,2402.0,2328.0,824.0
"409.03288 Da 170.90 s",2.85,410.04015,,"C14H11N5O8S",906.0,1194.0,868.0,944.0,1002.0,260.0
"569.15868 Da 171.59 s",2.86,570.16596,,"C34H23N3O6",1604.0,1646.0,1710.0,1546.0,1368.0,528.0
"96.02077 Da 172.76 s",2.88,97.02804,,,904.0,1050.0,1250.0,812.0,874.0,154.0
"565.18042 Da 171.81 s",2.86,566.18769,,"C27H35NO8S2",0.0,1638.0,1216.0,1500.0,0.0,416.0
"598.07363 Da 171.50 s",2.86,599.08091,,"C21H18N12O4S3",2592.0,2780.0,2988.0,2726.0,2492.0,0.0
"605.17747 Da 170.16 s",2.84,606.18475,,"C22H29N11O6P2",0.0,0.0,0.0,1280.0,0.0,0.0
"355.11332 Da 171.59 s",2.86,356.12060,,"C22H17N3S",1696.0,2252.0,1958.0,2370.0,1764.0,800.0
"193.05936 Da 171.85 s",2.86,194.06663,,"C6H11NO6",4430.0,4076.0,4490.0,3986.0,4160.0,1558.0
"612.15374 Da 170.69 s",2.84,307.08415,,"C16H25N18O3PS2",19390.0,15172.0,11432.0,20054.0,24332.0,6604.0
"195.07540 Da 171.44 s",2.86,196.08268,,"C7H9N5O2",2338.0,2590.0,1982.0,2352.0,1844.0,0.0
"612.15384 Da 171.44 s",2.86,613.16111,,"C30H28N8OS3",2680.0,2034.0,1294.0,2712.0,3136.0,0.0
"409.03015 Da 171.95 s",2.87,205.52235,,,1488.0,1640.0,0.0,0.0,1328.0,0.0
"541.05854 Da 171.95 s",2.87,542.06582,,"C12H11N15O9S",1074.0,684.0,0.0,738.0,0.0,0.0
"523.05129 Da 172.54 s",2.88,524.05857,,"C24H9N7O8",1294.0,1118.0,734.0,804.0,686.0,0.0
"579.16711 Da 173.13 s",2.89,580.17439,,"C14H41N7O7S5",1088.0,0.0,160.0,594.0,0.0,0.0
"456.29244 Da 173.87 s",2.90,229.15350,,,0.0,0.0,1830.0,0.0,0.0,0.0
"178.06241 Da 174.47 s",2.91,179.06969,,"C10H10O3",2124.0,2804.0,1844.0,1658.0,1280.0,0.0
"303.14395 Da 174.14 s",2.90,304.15123,,"C13H25N3OS2",912.0,1296.0,1114.0,1378.0,726.0,0.0
"55.04197 Da 174.80 s",2.91,56.04924,,,0.0,970.0,0.0,1272.0,0.0,0.0
"260.13782 Da 175.56 s",2.93,261.14510,,"C12H24N2S2",562.0,1012.0,1254.0,1194.0,444.0,0.0
"68.06232 Da 175.95 s",2.93,69.06959,,,1180.0,2028.0,1936.0,4092.0,1880.0,746.0
"273.16815 Da 177.29 s",2.95,274.17543,,"C12H23N3O4",0.0,850.0,1010.0,932.0,320.0,0.0
"293.11164 Da 178.54 s",2.98,276.10750,,"C11H19NO8",4220.0,5828.0,4278.0,4308.0,3078.0,864.0
"148.05242 Da 178.91 s",2.98,149.05989,"Trans-Cinnamic acid","C9H8O2",2570.0,3214.0,2382.0,3028.0,1824.0,430.0
"88.05231 Da 178.85 s",2.98,89.05959,,,1202.0,546.0,518.0,1314.0,480.0,226.0
"90.04684 Da 177.81 s",2.96,91.05412,,,478.0,1154.0,970.0,428.0,564.0,0.0
"76.03112 Da 178.38 s",2.97,77.03839,,"C6H4",3414.0,5806.0,2986.0,2494.0,1708.0,304.0
"119.07350 Da 178.33 s",2.97,120.08077,"Indoline","C8H9N",47654.0,66886.0,43194.0,41618.0,28780.0,7946.0
"78.04669 Da 179.37 s",2.99,79.05396,,,1056.0,1530.0,1380.0,870.0,672.0,134.0
"151.04928 Da 178.57 s",2.98,152.05655,"Guanine","C5H5N5O",8506.0,18108.0,9084.0,29542.0,25146.0,7556.0
"267.09661 Da 180.31 s",3.01,268.10389,"Adenosine","C10H13N5O4",7234.0,8376.0,7768.0,4070.0,2946.0,750.0
"633.17822 Da 180.44 s",3.01,634.18550,,"C27H28N11O4PS",3178.0,4944.0,2576.0,4380.0,3246.0,0.0
"230.16276 Da 180.69 s",3.01,231.17004,,"C11H22N2O3",1358.0,1982.0,1642.0,1902.0,684.0,440.0
"136.03834 Da 179.38 s",2.99,137.04562,,"C5H4N4O",964.0,2654.0,1052.0,1552.0,1368.0,382.0
"143.16765 Da 179.80 s",3.00,144.17492,,"C9H21N",0.0,0.0,120.0,112.0,172.0,1140.0
"70.04164 Da 179.92 s",3.00,71.04891,,,0.0,0.0,0.0,1018.0,0.0,0.0
"583.10973 Da 180.80 s",3.01,292.56214,,"C19H23N9O9P2",1204.0,1778.0,0.0,2032.0,2278.0,1978.0
"617.18286 Da 180.98 s",3.02,618.19014,,"C18H28N13O10P",2356.0,2558.0,1598.0,2374.0,814.0,0.0
"598.07304 Da 182.42 s",3.04,599.08032,,"C28H10N10O7",3552.0,4412.0,0.0,3942.0,3456.0,3492.0
"355.11262 Da 182.55 s",3.04,356.11990,,"C13H17N5O7",2814.0,2784.0,1922.0,2854.0,0.0,1356.0
"143.05831 Da 183.19 s",3.05,144.06559,,"C6H9NO3",914.0,1180.0,764.0,1194.0,760.0,92.0
"599.07975 Da 182.53 s",3.04,300.54715,,,0.0,2538.0,0.0,0.0,1944.0,1280.0
"545.16153 Da 182.14 s",3.04,546.16880,,"C21H23N9O9",106434.0,149098.0,109480.0,135276.0,94328.0,65698.0
"193.05971 Da 182.44 s",3.04,194.06699,,"C7H7N5O2",4552.0,5714.0,4794.0,5740.0,4192.0,3568.0
"561.15552 Da 182.72 s",3.05,562.16280,,"C23H36N3O5PS3",2206.0,2578.0,1268.0,1832.0,1158.0,0.0
"281.16276 Da 181.61 s",3.03,282.17004,,"C15H23NO4",0.0,962.0,900.0,1030.0,0.0,0.0
"496.19173 Da 184.54 s",3.08,497.19858,,"C20H28N6O9",3280.0,3648.0,3246.0,3804.0,2068.0,0.0
"145.05590 Da 184.29 s",3.07,168.04518,,"C6H11NOS",458.0,704.0,704.0,2012.0,1028.0,682.0
"249.08588 Da 184.61 s",3.08,250.09315,,"C10H11N5O3",2486.0,3488.0,3026.0,2864.0,1696.0,388.0
"291.55502 Da 182.73 s",3.05,292.56230,,,1752.0,0.0,1656.0,0.0,0.0,0.0
"567.14382 Da 182.34 s",3.04,568.15109,,"C20H13N19O3",2046.0,1692.0,2016.0,1734.0,1672.0,1742.0
"54.04640 Da 185.03 s",3.08,55.05368,,,1126.0,986.0,1110.0,2048.0,1000.0,704.0
"603.16697 Da 184.22 s",3.07,604.17425,,"C25H30N7O7PS",3844.0,6818.0,4170.0,6766.0,2790.0,0.0
"177.06476 Da 183.24 s",3.05,178.07204,,"C7H15NS2",1904.0,2860.0,1894.0,2418.0,3154.0,966.0
"563.17162 Da 183.76 s",3.06,564.17890,,"C18H17N19O4",2074.0,2462.0,2186.0,3570.0,3858.0,1200.0
"60.00105 Da 183.01 s",3.05,61.00833,,,920.0,0.0,1270.0,1696.0,1144.0,1012.0
"593.18305 Da 185.39 s",3.09,594.19033,,"C21H41NO12P2S",6108.0,8966.0,5348.0,9028.0,4278.0,1956.0
"363.16479 Da 185.85 s",3.10,362.15751,,"C9H22N11O3P",2636.0,5208.0,3198.0,4238.0,4810.0,680.0
"528.18025 Da 187.95 s",3.13,529.18753,,"C17H20N16O5",0.0,1246.0,1176.0,1292.0,646.0,0.0
"626.16820 Da 185.51 s",3.09,314.09138,,"C19H47O12PS4",0.0,0.0,0.0,5884.0,4048.0,752.0
"281.11235 Da 186.02 s",3.10,282.11962,"2_-O-Methyladenosine","C11H15N5O4",4070.0,5122.0,2944.0,3888.0,2804.0,660.0
"135.05476 Da 185.77 s",3.10,136.06204,,,1826.0,1692.0,1946.0,1204.0,0.0,172.0
"313.08473 Da 186.12 s",3.10,314.09201,,"C19H11N3O2",1754.0,4046.0,3146.0,0.0,0.0,0.0
"273.16862 Da 186.25 s",3.10,274.17589,,"C12H23N3O4",1212.0,1228.0,1452.0,1378.0,848.0,280.0
"96.02082 Da 186.38 s",3.11,97.02810,,,1114.0,1060.0,1074.0,780.0,0.0,216.0
"246.12140 Da 186.55 s",3.11,247.12868,"Val Glu","C10H18N2O5",18354.0,18022.0,19634.0,17816.0,9292.0,2214.0
"456.29409 Da 187.29 s",3.12,229.15432,,,0.0,898.0,1008.0,848.0,720.0,0.0
"198.14125 Da 186.75 s",3.11,199.14853,,"C15H18",492.0,944.0,836.0,1960.0,726.0,110.0
"220.12179 Da 187.32 s",3.12,221.12907,,"C12H16N2O2",0.0,0.0,532.0,1156.0,0.0,0.0
"199.13770 Da 187.71 s",3.13,200.14498,,,1766.0,2148.0,3164.0,5460.0,2284.0,900.0
"292.10982 Da 189.21 s",3.15,293.11709,,"C19H16O3",916.0,1230.0,690.0,1540.0,990.0,0.0
"510.17045 Da 188.60 s",3.14,511.17773,,"C18H14N20",2580.0,3206.0,2410.0,4546.0,1262.0,0.0
"260.13792 Da 189.07 s",3.15,261.14520,,"C12H24N2S2",1086.0,986.0,1326.0,1458.0,792.0,0.0
"230.16252 Da 189.52 s",3.16,231.16980,,"C11H22N2O3",1632.0,2122.0,1690.0,1988.0,726.0,110.0
"221.11920 Da 189.72 s",3.16,222.12647,,"C8H19N3O2S",942.0,1042.0,1720.0,2482.0,1362.0,0.0
"191.04439 Da 190.31 s",3.17,192.05166,,"C7H5N5O2",842.0,1228.0,1406.0,1506.0,1192.0,634.0
"143.05825 Da 193.55 s",3.23,144.06552,,"C6H9NO3",1608.0,1832.0,652.0,2596.0,1886.0,628.0
"230.16308 Da 195.80 s",3.26,231.17035,"Val Ile","C11H22N2O3",1822.0,2090.0,2332.0,2152.0,1242.0,508.0
"617.18353 Da 195.06 s",3.25,618.19080,,"C24H27N9O11",1874.0,6814.0,1452.0,2494.0,5952.0,0.0
"246.12189 Da 194.42 s",3.24,247.12917,,"C10H18N2O5",1028.0,1508.0,1354.0,1398.0,1002.0,328.0
"577.18688 Da 195.42 s",3.26,578.19416,,"C27H23N13OS",1386.0,1442.0,924.0,1526.0,612.0,0.0
"60.00153 Da 196.46 s",3.27,61.00881,,,816.0,1010.0,0.0,974.0,0.0,0.0
"281.11142 Da 196.67 s",3.28,282.11870,,"C10H19NO8",1352.0,1306.0,1056.0,960.0,682.0,0.0
"119.07321 Da 198.26 s",3.30,120.08049,,"C8H9N",1158.0,1188.0,1398.0,1280.0,478.0,564.0
"575.17448 Da 199.60 s",3.33,576.18176,,"C21H42N3O5PS4",802.0,0.0,1124.0,1482.0,646.0,0.0
"275.10125 Da 202.20 s",3.37,276.10776,,"C11H17NO7",754.0,1334.0,1250.0,2432.0,2276.0,490.0
"135.05437 Da 200.72 s",3.35,136.06165,,,672.0,1416.0,970.0,1178.0,680.0,134.0
"559.17747 Da 201.47 s",3.36,560.18475,,"C20H30N7O10P",1278.0,1366.0,1070.0,1302.0,1058.0,0.0
"259.14154 Da 201.65 s",3.36,260.14881,,"C12H21NO5",510.0,1034.0,1034.0,0.0,468.0,0.0
"185.06848 Da 203.30 s",3.39,186.07575,,"C8H11NO4",638.0,766.0,690.0,1130.0,808.0,0.0
"156.07681 Da 203.86 s",3.40,157.08409,,,670.0,806.0,250.0,1282.0,880.0,0.0
"478.17934 Da 206.80 s",3.45,477.17207,,"C20H26N6O8",2802.0,5426.0,3842.0,7336.0,8450.0,1256.0
"203.07878 Da 206.29 s",3.44,204.08606,,"C8H13NO5",1528.0,2166.0,1678.0,3002.0,1734.0,510.0
"194.11441 Da 204.81 s",3.41,195.12169,,,3618.0,3468.0,1956.0,3222.0,1904.0,1090.0
"216.09689 Da 204.84 s",3.41,217.10417,,"C6H12N6O3",6506.0,9020.0,7492.0,12598.0,5570.0,3868.0
"151.04977 Da 205.39 s",3.42,152.05704,,"C5H5N5O",1008.0,1316.0,1154.0,1058.0,712.0,92.0
"310.11708 Da 207.81 s",3.46,311.12435,,"C15H14N6O2",1804.0,3158.0,2140.0,1794.0,1436.0,0.0
"294.15815 Da 211.31 s",3.52,295.16543,,"C15H22N2O4",698.0,750.0,1068.0,876.0,0.0,0.0
"156.07627 Da 212.35 s",3.54,157.08355,,,808.0,1310.0,1128.0,2298.0,1254.0,964.0
"58.04154 Da 212.97 s",3.55,59.04882,,,856.0,842.0,1004.0,1318.0,1250.0,0.0
"353.07236 Da 213.62 s",3.56,354.07964,,"C12H23N3OS4",1230.0,652.0,1260.0,800.0,594.0,188.0
