"Bucket label","RT","m/z","Name","Formula","2020020_TTP_SILS2665_RA1_1_23 _merged_","2020020_TTP_SILS2666_RA2_1_23 _merged_","2020020_TTP_SILS2667_RA3_1_23 _merged_","2020020_TTP_SILS2668_RA4_1_23 _merged_","2020020_TTP_SILS2669_RA5_1_239 _merged_","2020020_TTP_SILS2670_RA6_1_238 _merged_"
"411.29919 Da 372.14 s",6.20,412.30647,,"C16H41N7O3S",0.0,1420.0,1426.0,0.0,0.0,0.0
"822.59471 Da 372.24 s",6.20,412.30463,,"C28H86N16O3S4",1116.0,0.0,0.0,0.0,0.0,0.0
"256.23905 Da 373.67 s",6.23,257.24632,,,0.0,570.0,462.0,460.0,420.0,1008.0
"261.04222 Da 374.35 s",6.24,262.04950,,"C16H7NO3",2170.0,2772.0,2594.0,3000.0,2612.0,3930.0
"56.06225 Da 374.44 s",6.24,57.06952,,,7502.0,11174.0,8344.0,7540.0,6516.0,11792.0
"377.16357 Da 374.72 s",6.25,378.17085,,"C13H32NO7PS",616.0,776.0,844.0,1604.0,1020.0,2414.0
"62.03651 Da 374.79 s",6.25,63.04379,,,842.0,898.0,944.0,694.0,636.0,1142.0
"467.84121 Da 383.49 s",6.39,468.84848,,"C12H4O10S5",0.0,1190.0,0.0,0.0,0.0,0.0
"1092.73531 Da 396.51 s",6.61,547.37493,,"C47H106N12O10P2S",1902.0,2606.0,1876.0,0.0,0.0,0.0
"1070.75057 Da 396.75 s",6.61,536.38256,,"C58H90N18O2",1820.0,2000.0,1656.0,0.0,0.0,0.0
"343.91688 Da 397.10 s",6.62,344.92415,,"C8H2N4O6P2S",1002.0,406.0,778.0,0.0,0.0,0.0
"546.86660 Da 398.39 s",6.64,547.87388,,"C18H5N5O4S6",1246.0,1620.0,1286.0,0.0,0.0,0.0
"242.08012 Da 399.79 s",6.66,243.08739,,"C12H10N4O2",2402.0,2146.0,1084.0,1008.0,318.0,0.0
"215.11621 Da 403.33 s",6.72,216.12349,,"C10H17NO4",1890.0,944.0,0.0,128.0,200.0,0.0
"297.00581 Da 403.33 s",6.72,298.01308,,"C10H7N3O6S",1270.0,1466.0,596.0,714.0,500.0,0.0
"138.06773 Da 403.41 s",6.72,139.07501,,"C8H10O2",5338.0,2888.0,858.0,1682.0,1156.0,146.0
"110.07262 Da 403.89 s",6.73,111.07989,,,1148.0,692.0,252.0,0.0,248.0,0.0
"387.28606 Da 404.25 s",6.74,388.29334,,"C16H42N3O5P",0.0,1302.0,1088.0,0.0,0.0,0.0
"176.12023 Da 404.57 s",6.74,177.12750,,"C12H16O",910.0,1174.0,1162.0,1458.0,586.0,552.0
"1161.85729 Da 405.57 s",6.76,388.29304,,,1090.0,0.0,0.0,0.0,0.0,0.0
"140.95115 Da 405.91 s",6.77,141.95843,,,0.0,0.0,0.0,0.0,0.0,1020.0
"60.00076 Da 410.22 s",6.84,61.00804,,,0.0,896.0,0.0,830.0,1210.0,914.0
"122.03718 Da 412.40 s",6.87,123.04446,,,0.0,1194.0,834.0,996.0,766.0,354.0
"170.14191 Da 412.81 s",6.88,171.14919,,"C9H18N2O",5482.0,3468.0,4242.0,3774.0,4126.0,5278.0
"261.97998 Da 412.95 s",6.88,262.98725,,"C9H2N4O4S",1228.0,1976.0,1022.0,1716.0,1184.0,776.0
"78.04670 Da 412.95 s",6.88,79.05398,,,2856.0,4914.0,2254.0,3588.0,2250.0,552.0
"296.98468 Da 412.99 s",6.88,297.99195,,"C6H11N5OS4",822.0,1668.0,0.0,1626.0,710.0,0.0
"50.01496 Da 413.07 s",6.88,51.02224,,,740.0,1242.0,830.0,1062.0,902.0,170.0
"49.00737 Da 413.15 s",6.89,50.01465,,,686.0,976.0,542.0,1310.0,532.0,324.0
"220.95342 Da 413.17 s",6.89,221.96069,,,1236.0,1598.0,1184.0,1876.0,1754.0,780.0
"726.10612 Da 413.55 s",6.89,364.06034,,,978.0,1280.0,832.0,1536.0,1094.0,0.0
"659.95146 Da 414.10 s",6.90,660.95873,,"C21H17N4O11PS4",1084.0,1390.0,0.0,0.0,0.0,0.0
"96.09385 Da 414.16 s",6.90,97.10113,,"C7H12",1080.0,796.0,510.0,568.0,308.0,140.0
"429.12221 Da 414.19 s",6.90,430.12949,,"C26H15N5O2",2888.0,2618.0,0.0,2282.0,1270.0,0.0
"1296.92735 Da 414.75 s",6.91,649.47095,,"C47H21N3O38P2",2050.0,0.0,0.0,0.0,0.0,0.0
"244.07316 Da 414.75 s",6.91,123.04386,,,1022.0,0.0,0.0,0.0,0.0,0.0
"500.16256 Da 414.88 s",6.91,251.08856,,,1074.0,0.0,676.0,1332.0,526.0,0.0
"659.45026 Da 415.04 s",6.92,660.45753,,,1756.0,0.0,1266.0,0.0,0.0,0.0
"328.16779 Da 415.25 s",6.92,165.09117,,,0.0,1410.0,926.0,0.0,662.0,328.0
"53.00096 Da 421.13 s",7.02,54.00823,,,8650.0,8328.0,8430.0,9710.0,7754.0,8406.0
"187.19382 Da 422.38 s",7.04,188.20110,,"C11H25NO",150.0,0.0,0.0,538.0,472.0,1962.0
"581.92207 Da 425.48 s",7.09,582.92934,,"C26H6N4O5S4",1222.0,1002.0,650.0,0.0,0.0,0.0
"1162.84559 Da 425.53 s",7.09,388.62247,,,0.0,0.0,1764.0,0.0,0.0,0.0
"387.94774 Da 425.81 s",7.10,388.95501,,"C13H9O8PS2",1002.0,1892.0,948.0,0.0,0.0,0.0
"387.61344 Da 426.38 s",7.11,388.62072,,,1332.0,2416.0,0.0,0.0,0.0,0.0
"458.33190 Da 429.21 s",7.15,459.33918,,"C14H43N12O3P",1126.0,1152.0,946.0,0.0,0.0,0.0
"155.13159 Da 432.02 s",7.20,156.13887,,,1154.0,1224.0,1386.0,2144.0,948.0,722.0
"71.07321 Da 432.23 s",7.20,72.08048,,,2666.0,3160.0,2858.0,4824.0,1458.0,1538.0
"637.95979 Da 432.31 s",7.21,638.96706,,"C19H4N12O11P2",1556.0,1450.0,0.0,0.0,0.0,0.0
"1275.92760 Da 432.91 s",7.22,426.31647,,"C70H134NO14PS",3716.0,4316.0,4004.0,324.0,0.0,0.0
"364.28365 Da 433.28 s",7.22,183.14910,,,0.0,0.0,0.0,1560.0,996.0,0.0
"463.67215 Da 438.25 s",7.30,464.67943,,,1918.0,1638.0,0.0,0.0,0.0,0.0
"302.12690 Da 438.54 s",7.31,303.13418,,"C17H14N6",2082.0,1162.0,1272.0,1208.0,1022.0,0.0
"463.33705 Da 439.04 s",7.32,464.34433,,"C21H45N5O6",2808.0,2610.0,2472.0,0.0,0.0,0.0
"1389.01032 Da 439.32 s",7.32,464.01072,,"C55H112N44",3328.0,3456.0,3090.0,210.0,0.0,0.0
"1502.09636 Da 444.03 s",7.40,501.70606,,,0.0,1782.0,1680.0,0.0,0.0,0.0
"500.69760 Da 444.35 s",7.41,501.70488,,,1880.0,0.0,0.0,0.0,0.0,0.0
"501.36711 Da 444.94 s",7.42,502.37438,,"C20H51N7O5S",1154.0,1014.0,908.0,0.0,0.0,0.0
"140.95095 Da 447.08 s",7.45,141.95823,,,844.0,1090.0,938.0,0.0,0.0,0.0
"70.92201 Da 448.78 s",7.48,71.92929,,,870.0,1056.0,902.0,0.0,948.0,886.0
"148.01618 Da 449.60 s",7.49,149.02346,,"C8H4O3",1126.0,836.0,588.0,1188.0,568.0,486.0
"53.00088 Da 453.22 s",7.55,54.00816,,,8680.0,8938.0,8088.0,8290.0,10406.0,9716.0
"60.00077 Da 456.28 s",7.60,61.00804,,,942.0,0.0,1036.0,772.0,882.0,862.0
"190.09711 Da 457.17 s",7.62,191.10438,,"C8H10N6",468.0,678.0,0.0,1008.0,492.0,176.0
"316.14186 Da 458.98 s",7.65,317.14913,,"C9H24N4O6S",2198.0,1830.0,1178.0,1514.0,760.0,0.0
"235.93084 Da 474.40 s",7.91,236.93811,,,0.0,0.0,0.0,0.0,0.0,1358.0
"54.92671 Da 475.06 s",7.92,55.93399,,,3876.0,3750.0,4122.0,3938.0,10324.0,3676.0
"108.09304 Da 475.06 s",7.92,55.05380,,,0.0,0.0,524.0,0.0,1088.0,0.0
"140.95122 Da 482.22 s",8.04,141.95850,,,0.0,1082.0,0.0,0.0,0.0,0.0
"238.12002 Da 489.69 s",8.16,239.12730,,"C13H18O4",1020.0,830.0,522.0,616.0,0.0,0.0
"298.10319 Da 497.65 s",8.29,299.11046,,"C11H18N6S2",1096.0,2474.0,1654.0,2178.0,0.0,1170.0
"55.95725 Da 500.40 s",8.34,56.96452,,,1222.0,1466.0,1600.0,2260.0,2448.0,1922.0
"58.04160 Da 505.11 s",8.42,59.04888,,,1066.0,736.0,0.0,774.0,912.0,498.0
"235.93069 Da 508.29 s",8.47,236.93796,,,778.0,0.0,0.0,916.0,1032.0,950.0
"70.92190 Da 508.29 s",8.47,71.92918,,,0.0,0.0,0.0,0.0,1006.0,0.0
"166.06273 Da 512.38 s",8.54,167.07001,"Ethyl salicylate","C9H10O3",824.0,1984.0,558.0,780.0,626.0,232.0
"255.14410 Da 536.11 s",8.94,256.15138,,"C9H25N3OS2",780.0,434.0,682.0,558.0,674.0,1130.0
"316.14287 Da 536.28 s",8.94,317.15015,,"C10H20N8O2S",2644.0,1676.0,1432.0,1330.0,1014.0,0.0
"120.00187 Da 537.70 s",8.96,61.00821,,,0.0,2818.0,0.0,0.0,804.0,778.0
"72.93748 Da 537.70 s",8.96,73.94476,,,548.0,1532.0,0.0,476.0,0.0,0.0
"197.17884 Da 542.18 s",9.04,198.18612,,,502.0,1108.0,98.0,680.0,330.0,164.0
"294.21848 Da 549.29 s",9.15,295.22576,,,1072.0,936.0,536.0,502.0,326.0,0.0
"704.44731 Da 549.87 s",9.16,353.23093,,,1082.0,882.0,724.0,954.0,0.0,0.0
"70.92227 Da 556.06 s",9.27,71.92955,,,1084.0,950.0,0.0,0.0,806.0,782.0
"255.29221 Da 569.84 s",9.50,256.29949,"N-Methyldioctylamine","C17H37N",0.0,1296.0,1790.0,1604.0,1346.0,2028.0
"510.58428 Da 570.32 s",9.51,256.29942,,,1708.0,0.0,0.0,0.0,0.0,0.0
"197.17815 Da 576.28 s",9.60,198.18542,,,966.0,752.0,1126.0,1398.0,456.0,774.0
"58.04159 Da 578.18 s",9.64,59.04887,,,4508.0,4662.0,4106.0,3180.0,2904.0,4850.0
"172.14575 Da 578.82 s",9.65,173.15303,,,1000.0,808.0,536.0,482.0,324.0,870.0
"270.14690 Da 581.44 s",9.69,271.15418,,"C14H22O5",2956.0,1066.0,0.0,432.0,0.0,0.0
"157.14655 Da 584.12 s",9.74,158.15383,,"C9H19NO",2500.0,2466.0,2372.0,2476.0,2370.0,2622.0
"412.04905 Da 591.83 s",9.86,207.03180,,,0.0,1806.0,1890.0,0.0,0.0,444.0
"206.02450 Da 592.18 s",9.87,207.03178,,"C7H10O5S",1414.0,0.0,0.0,1508.0,1056.0,0.0
"235.93158 Da 594.31 s",9.91,236.93886,,,0.0,0.0,0.0,1096.0,0.0,944.0
"148.01563 Da 594.73 s",9.91,149.02290,,"C8H4O3",1966.0,744.0,428.0,714.0,350.0,252.0
"224.18869 Da 601.74 s",10.03,225.19597,"N,N_-Dicyclohexylurea","C13H24N2O",0.0,1632.0,0.0,0.0,114.0,160.0
"155.16764 Da 607.94 s",10.13,156.17492,,"C10H21N",390.0,314.0,606.0,1944.0,508.0,544.0
"478.44961 Da 607.98 s",10.13,240.23208,,,0.0,1094.0,0.0,0.0,0.0,0.0
"239.22566 Da 608.16 s",10.14,240.23293,,,1362.0,0.0,662.0,2630.0,408.0,424.0
"342.28969 Da 608.27 s",10.14,343.29696,,,2996.0,2562.0,2056.0,7716.0,1102.0,1752.0
"308.12367 Da 612.45 s",10.21,309.13094,,"C20H20OS",4258.0,3720.0,2426.0,3752.0,2182.0,3210.0
"112.05222 Da 612.47 s",10.21,113.05950,,"C6H8O2",906.0,766.0,870.0,1064.0,804.0,926.0
"194.13053 Da 617.81 s",10.30,195.13781,,"C12H18O2",1054.0,1346.0,0.0,434.0,0.0,328.0
"484.30314 Da 624.81 s",10.41,243.15885,,,0.0,0.0,0.0,1326.0,0.0,0.0
"168.07844 Da 625.27 s",10.42,169.08571,,"C9H12O3",10788.0,5446.0,5024.0,6654.0,2956.0,480.0
"53.00090 Da 626.51 s",10.44,54.00818,,,10098.0,9214.0,7404.0,8226.0,0.0,7860.0
"148.01580 Da 633.07 s",10.55,149.02308,,"C8H4O3",9786.0,8420.0,10570.0,14812.0,5660.0,5130.0
"176.04702 Da 633.07 s",10.55,177.05430,,"C10H8O3",10614.0,11434.0,10008.0,20570.0,6060.0,6124.0
"444.17488 Da 633.86 s",10.56,223.09472,,,0.0,0.0,0.0,1794.0,794.0,840.0
"271.25197 Da 633.86 s",10.56,272.25924,,,372.0,110.0,0.0,2822.0,0.0,0.0
"58.04179 Da 644.43 s",10.74,59.04907,"Propionaldehyde","C3H6O",1018.0,1006.0,658.0,1076.0,584.0,804.0
"298.17655 Da 646.27 s",10.77,299.18382,,,0.0,0.0,2490.0,0.0,0.0,0.0
"170.12996 Da 646.27 s",10.77,171.13724,,,0.0,0.0,1134.0,0.0,0.0,98.0
"249.99223 Da 664.13 s",11.07,250.99950,,"C5H15O3PS3",1010.0,588.0,700.0,958.0,482.0,388.0
"325.99986 Da 664.46 s",11.07,327.00714,,"C8H14N4O2S4",866.0,674.0,1096.0,930.0,254.0,310.0
"327.99766 Da 664.49 s",11.07,329.00494,,"C15H8N2O3S2",862.0,670.0,0.0,1056.0,188.0,0.0
"160.08933 Da 665.84 s",11.10,161.09661,,,1116.0,618.0,412.0,636.0,432.0,0.0
"106.00186 Da 669.71 s",11.16,54.00820,,,8120.0,11316.0,7810.0,7512.0,8268.0,8124.0
"310.17789 Da 669.83 s",11.16,311.18517,,"C17H26O5",1756.0,1338.0,684.0,1032.0,380.0,0.0
"169.04852 Da 697.11 s",11.62,170.05580,,"C6H7N3O3",1950.0,2168.0,1702.0,2124.0,1454.0,2148.0
"498.22240 Da 697.65 s",11.63,250.11848,,,0.0,0.0,0.0,0.0,2296.0,0.0
"249.11119 Da 697.79 s",11.63,250.11846,"2,4,6-Tris_allyloxy_-1,3,5-triazine","C12H15N3O3",3954.0,3438.0,2242.0,4372.0,0.0,3120.0
"80.06230 Da 697.86 s",11.63,81.06958,,,3034.0,3452.0,2442.0,2952.0,2078.0,2332.0
"370.31969 Da 697.88 s",11.63,371.32697,,"C21H42N2O3",756.0,780.0,554.0,1614.0,222.0,0.0
"672.45545 Da 705.84 s",11.76,337.23500,,,0.0,0.0,0.0,1250.0,0.0,0.0
"390.13589 Da 709.27 s",11.82,389.12861,,"C17H28O6P2",2366.0,2990.0,1748.0,3454.0,2236.0,604.0
"321.11979 Da 711.12 s",11.85,322.12707,,,1016.0,672.0,434.0,578.0,274.0,0.0
"158.13073 Da 716.56 s",11.94,159.13801,"Methyl caprylate","C9H18O2",670.0,1366.0,1040.0,1450.0,664.0,0.0
"790.28601 Da 722.87 s",12.05,791.29329,,"C20H44N18O12P2",0.0,0.0,144.0,1336.0,0.0,0.0
"386.28132 Da 723.04 s",12.05,387.28860,,"C17H42N2O5S",0.0,1118.0,370.0,0.0,0.0,0.0
"299.28398 Da 727.92 s",12.13,300.29126,,,0.0,0.0,0.0,1212.0,0.0,0.0
"169.08932 Da 737.71 s",12.30,170.09660,,"C12H11N",1038.0,362.0,596.0,790.0,506.0,204.0
"280.16726 Da 738.28 s",12.30,281.17453,,"C16H24O4",1808.0,702.0,0.0,492.0,376.0,0.0
"222.05626 Da 752.63 s",12.54,223.06353,,"C8H14O5S",1150.0,1080.0,2336.0,1214.0,572.0,964.0
"336.06836 Da 752.65 s",12.54,337.07564,,"C25H8N2",798.0,688.0,1502.0,904.0,0.0,452.0
"560.08660 Da 752.65 s",12.54,281.05057,,,338.0,670.0,1412.0,422.0,346.0,0.0
"185.94827 Da 754.46 s",12.57,186.95554,,,0.0,0.0,1136.0,1056.0,950.0,0.0
"144.92227 Da 756.73 s",12.61,145.92955,,,0.0,0.0,880.0,1000.0,0.0,886.0
"326.20759 Da 767.92 s",12.80,327.21487,,"C12H31N4O4P",106.0,0.0,1552.0,0.0,0.0,0.0
"199.19360 Da 774.35 s",12.91,200.20088,,"C12H25NO",1840.0,1692.0,2302.0,2086.0,1750.0,1934.0
"560.33147 Da 783.16 s",13.05,281.17301,,,0.0,0.0,2090.0,0.0,0.0,0.0
"172.14669 Da 783.55 s",13.06,173.15397,,"C10H20O2",1080.0,1494.0,1238.0,2534.0,868.0,0.0
"280.16490 Da 783.79 s",13.06,281.17218,,,2676.0,250.0,0.0,0.0,380.0,0.0
"128.04615 Da 784.34 s",13.07,129.05343,,,1060.0,102.0,634.0,100.0,174.0,0.0
"242.12902 Da 788.18 s",13.14,243.13629,,,730.0,872.0,978.0,834.0,1140.0,1074.0
"310.11973 Da 793.37 s",13.22,311.12701,,"C11H22N2O6S",0.0,494.0,564.0,216.0,1116.0,440.0
"441.02589 Da 797.41 s",13.29,221.52022,,,854.0,750.0,704.0,858.0,1000.0,550.0
"732.12115 Da 798.71 s",13.31,367.06785,,,0.0,0.0,880.0,1122.0,926.0,508.0
"404.13050 Da 802.14 s",13.37,405.13778,,"C14H16N10O5",0.0,1086.0,566.0,360.0,774.0,0.0
"314.18880 Da 803.41 s",13.39,315.19608,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-_1-methylethyl_-9-oxo-, _1R,4aS,10aR_-","C20H26O3",410.0,86.0,2710.0,1326.0,0.0,2000.0
"58.92284 Da 826.57 s",13.78,59.93011,,,2658.0,2356.0,2446.0,2776.0,2250.0,2484.0
"219.10467 Da 834.51 s",13.91,220.11194,"N-Phenyl-1-naphthylamine","C16H13N",6166.0,1538.0,2916.0,1374.0,1220.0,1644.0
"450.16188 Da 839.58 s",13.99,451.16916,,,730.0,556.0,0.0,1060.0,0.0,0.0
"448.14215 Da 850.02 s",14.17,447.13488,,"C21H36S5",2912.0,2710.0,1236.0,1890.0,1960.0,410.0
"707.53597 Da 858.77 s",14.31,708.54324,,"C35H69N11O2S",5298.0,4364.0,1280.0,6380.0,1644.0,0.0
"301.13655 Da 865.03 s",14.42,302.14382,,"C15H19N5S",1752.0,1046.0,1668.0,1332.0,1050.0,1058.0
"204.07829 Da 865.84 s",14.43,205.08557,,"C12H12O3",2044.0,1498.0,1610.0,1666.0,890.0,1276.0
"148.01573 Da 865.95 s",14.43,149.02301,,"C8H4O3",4104.0,1940.0,2956.0,2426.0,1924.0,1874.0
"296.07676 Da 872.97 s",14.55,297.08404,,,0.0,408.0,1392.0,446.0,234.0,0.0
"222.05669 Da 872.97 s",14.55,223.06397,,,846.0,198.0,1594.0,440.0,0.0,226.0
"410.08649 Da 873.10 s",14.55,411.09376,,,1148.0,800.0,2354.0,810.0,428.0,0.0
"454.45311 Da 895.32 s",14.92,228.23383,,,0.0,0.0,0.0,0.0,1046.0,0.0
"227.22515 Da 895.90 s",14.93,228.23243,,"C14H29NO",1450.0,1048.0,1176.0,1016.0,0.0,1484.0
"152.08380 Da 911.30 s",15.19,153.09107,,,1034.0,756.0,968.0,938.0,904.0,928.0
"702.47526 Da 911.65 s",15.19,352.24491,,,0.0,0.0,0.0,1662.0,0.0,0.0
"428.31257 Da 914.64 s",15.24,429.31985,,"C21H36N10",926.0,942.0,1100.0,782.0,894.0,694.0
"164.10529 Da 928.02 s",15.47,165.11257,,"C7H16O4",640.0,788.0,1004.0,668.0,1188.0,892.0
"66.04672 Da 928.57 s",15.48,67.05400,,,698.0,962.0,696.0,1132.0,682.0,622.0
"154.09919 Da 928.58 s",15.48,155.10647,"4-oxo-2-Nonenal","C9H14O2",1506.0,1640.0,1750.0,1948.0,1738.0,1552.0
"63.00833 Da 928.85 s",15.48,64.01560,,,0.0,0.0,852.0,0.0,0.0,1050.0
"424.20879 Da 935.55 s",15.59,425.21607,,,1084.0,242.0,0.0,562.0,0.0,0.0
"384.28745 Da 940.60 s",15.68,385.29472,,"C22H40O5",1180.0,0.0,990.0,980.0,0.0,450.0
"340.25962 Da 941.25 s",15.69,341.26689,,"C14H37N4O3P",1682.0,1050.0,1568.0,2624.0,748.0,1146.0
"296.23348 Da 943.87 s",15.73,297.24076,,,1770.0,1160.0,784.0,1430.0,564.0,872.0
"339.35027 Da 947.97 s",15.80,340.35755,,"C22H45NO",0.0,1432.0,452.0,0.0,0.0,352.0
"337.33545 Da 952.95 s",15.88,338.34273,,,2186.0,2228.0,1478.0,754.0,3850.0,982.0
"338.33802 Da 953.33 s",15.89,339.34529,,,640.0,718.0,486.0,268.0,1450.0,360.0
"481.39935 Da 968.72 s",16.15,482.40663,,"C18H55N7O5S",1396.0,1054.0,1176.0,1046.0,976.0,1100.0
"486.35507 Da 969.71 s",16.16,487.36235,,"C21H51N4O6P",1476.0,1000.0,1148.0,1098.0,856.0,906.0
"884.65794 Da 971.48 s",16.19,443.33625,,,0.0,0.0,0.0,1940.0,0.0,0.0
"442.32812 Da 971.50 s",16.19,443.33539,,"C19H47N4O5P",2350.0,1866.0,1604.0,0.0,1362.0,1988.0
"437.37259 Da 971.61 s",16.19,438.37987,,"C24H55NOS2",1124.0,876.0,614.0,700.0,732.0,1010.0
"398.30164 Da 974.70 s",16.24,399.30892,,"C17H43N4O4P",2192.0,1646.0,1818.0,1500.0,1566.0,1426.0
"354.27501 Da 975.53 s",16.26,355.28229,,"C17H34N6O2",1118.0,978.0,1422.0,1336.0,898.0,1190.0
"484.10605 Da 979.04 s",16.32,485.11333,,"C23H24N4O2S3",1588.0,1112.0,2378.0,1512.0,490.0,74.0
"397.22601 Da 987.94 s",16.47,398.23329,,"C18H32N5O3P",1208.0,2374.0,1596.0,1126.0,514.0,996.0
"406.27013 Da 988.50 s",16.48,407.27741,,"C13H34N12OS",634.0,0.0,1088.0,0.0,120.0,0.0
"255.25662 Da 1010.94 s",16.85,256.26390,"Palmitic amide","C16H33NO",10152.0,9190.0,10252.0,9248.0,8504.0,9308.0
"193.10876 Da 1012.16 s",16.87,194.11604,,,856.0,928.0,1090.0,0.0,0.0,1018.0
"269.27197 Da 1019.49 s",16.99,270.27924,,"C17H35NO",4790.0,4142.0,4528.0,3468.0,3482.0,4830.0
"424.28134 Da 1026.15 s",17.10,425.28861,,"C18H41N4O5P",2936.0,2756.0,2442.0,2402.0,2174.0,2628.0
"579.27745 Da 1027.30 s",17.12,580.28473,,,0.0,1256.0,1040.0,690.0,938.0,134.0
"412.31667 Da 1028.00 s",17.13,413.32395,,"C13H40N12OS",750.0,848.0,1106.0,806.0,900.0,886.0
"281.27242 Da 1028.04 s",17.13,282.27969,,"C18H35NO",12854.0,3338.0,2530.0,14002.0,2302.0,1514.0
"573.31976 Da 1028.33 s",17.14,574.32704,,"C19H55N7O4S4",0.0,1420.0,1108.0,766.0,1090.0,0.0
"624.53239 Da 1032.54 s",17.21,313.27347,,,616.0,0.0,596.0,576.0,1250.0,408.0
"56.06224 Da 1032.54 s",17.21,57.06951,,,910.0,0.0,858.0,856.0,3716.0,922.0
"706.16532 Da 1050.14 s",17.50,707.17260,,"C30H39N6O4PS4",1102.0,218.0,0.0,0.0,0.0,0.0
"281.21541 Da 1056.32 s",17.61,282.22268,,,2472.0,488.0,634.0,744.0,394.0,654.0
"324.26340 Da 1057.43 s",17.62,325.27068,,"C16H32N6O",1088.0,648.0,0.0,828.0,676.0,670.0
"57.05763 Da 1062.50 s",17.71,58.06490,,,1466.0,432.0,612.0,0.0,0.0,0.0
"269.27290 Da 1069.27 s",17.82,270.28018,,,1080.0,760.0,690.0,1022.0,828.0,0.0
"370.09344 Da 1069.52 s",17.83,371.10072,,,1548.0,2212.0,844.0,0.0,0.0,800.0
"1116.25019 Da 1070.07 s",17.83,559.13237,,,0.0,0.0,0.0,1020.0,0.0,0.0
"558.12536 Da 1070.09 s",17.83,559.13264,,,1620.0,2114.0,872.0,0.0,0.0,704.0
"312.26696 Da 1083.32 s",18.06,313.27423,,"C12H36N6OS",0.0,142.0,7882.0,2134.0,766.0,1568.0
"220.16767 Da 1084.40 s",18.07,221.17495,,"C11H24O4",576.0,654.0,942.0,1004.0,1036.0,834.0
"936.58225 Da 1084.58 s",18.08,937.58953,,"C62H81O5P",0.0,0.0,3578.377197265625,658.0,0.0,968.0
"227.18796 Da 1084.92 s",18.08,228.19524,,"C13H25NO2",0.0,1546.0,1670.0,1782.0,1338.0,1624.0
"454.37685 Da 1084.97 s",18.08,228.19570,,,1376.0,0.0,0.0,0.0,0.0,0.0
"208.14607 Da 1085.01 s",18.08,209.15334,,"C13H20O2",760.0,1020.0,846.0,1000.0,902.0,1206.0
"450.34587 Da 1086.06 s",18.10,226.18021,,,0.0,0.0,0.0,0.0,2070.0,0.0
"590.49287 Da 1086.15 s",18.10,591.50015,,"C26H66N6O8",0.0,0.0,6442.0,1104.0,470.0,1584.0
"932.62775 Da 1086.84 s",18.11,933.63503,,"C22H11N7OS17",0.0,0.0,1154.0,0.0,0.0,0.0
"352.14868 Da 1089.45 s",18.16,353.15596,,"C8H21N10O4P",0.0,714.0,774.0,1012.0,0.0,0.0
"310.25076 Da 1097.05 s",18.28,311.25804,,"C19H34O3",142.0,1020.0,458.0,114.0,0.0,216.0
"158.14973 Da 1109.39 s",18.49,159.15701,,,1014.0,0.0,0.0,0.0,0.0,0.0
"744.45436 Da 1112.81 s",18.55,745.46163,,"C26H75N4O13P3",1148.0,0.0,442.0,0.0,504.0,94.0
"372.22694 Da 1112.81 s",18.55,373.23422,,"C19H36N2OS2",1306.0,952.0,542.0,0.0,416.0,0.0
"745.46133 Da 1113.37 s",18.56,373.73794,,,1120.0,640.0,0.0,142.0,324.0,0.0
"283.28793 Da 1113.81 s",18.56,284.29521,"Stearamide","C18H37NO",15594.0,13222.0,12690.0,14260.0,12036.0,14130.0
"154.09899 Da 1118.98 s",18.65,155.10626,,,0.0,0.0,630.0,0.0,0.0,1024.0
"309.30312 Da 1119.34 s",18.66,310.31040,,"C20H39NO",6350.0,1882.0,916.0,3012.0,1160.0,642.0
"256.24075 Da 1122.33 s",18.71,257.24802,,"C16H32O2",1226.0,982.0,744.0,1190.0,1126.0,978.0
"468.37208 Da 1122.38 s",18.71,469.37936,,"C23H48N8S",0.0,5748.0,3828.0,2220.0,0.0,906.0
"446.34309 Da 1122.51 s",18.71,447.35036,,"C17H46N6O7",0.0,1524.0,0.0,418.0,0.0,0.0
"172.07132 Da 1124.09 s",18.73,173.07859,,,0.0,866.0,848.0,1012.0,860.0,830.0
"380.29057 Da 1125.64 s",18.76,381.29785,,"C12H36N12S",2294.0,418.0,320.0,1176.0,438.0,0.0
"779.63094 Da 1129.95 s",18.83,780.63822,,"C43H89NO8S",914.0,1110.0,1096.0,1030.0,722.0,878.0
"356.14072 Da 1137.52 s",18.96,357.14799,,"C16H24N2O5S",1246.0,398.0,188.0,374.0,0.0,404.0
"370.09547 Da 1140.62 s",19.01,371.10275,,,0.0,1728.0,0.0,0.0,584.0,828.0
"1254.37755 Da 1140.87 s",19.01,628.19605,,,0.0,0.0,1654.0,0.0,0.0,1834.0
"627.18964 Da 1141.09 s",19.02,628.19692,,,2072.0,3454.0,0.0,1700.0,1606.0,0.0
"632.14293 Da 1141.17 s",19.02,633.15020,,"C30H29N6O4PS2",746.0,1834.0,670.0,862.0,520.0,970.0
"222.05621 Da 1141.17 s",19.02,223.06348,,"C8H14O5S",400.0,1148.0,550.0,534.0,120.0,462.0
"189.89445 Da 1141.18 s",19.02,190.90172,,,1230.0,0.0,1052.0,1180.0,1348.0,1126.0
"482.55322 Da 1142.98 s",19.05,242.28389,,,0.0,0.0,0.0,0.0,0.0,1022.0
