Well,Dye Name,Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Reading 11,Reading 12,Reading 13,Reading 14,Reading 15,Reading 16,Reading 17,Reading 18,Reading 19,Reading 20,Reading 21,Reading 22,Reading 23,Reading 24,Reading 25,Reading 26,Reading 27,Reading 28,Reading 29,Reading 30,Reading 31,Reading 32,Reading 33,Reading 34,Reading 35,Reading 36,Reading 37,Reading 38,Reading 39,Reading 40,Reading 41,Reading 42,Reading 43,Reading 44,Reading 45,Reading 46,Reading 47,Reading 48,Reading 49,Reading 50,Reading 51,Reading 52,Reading 53,Reading 54,Reading 55,Reading 56,Reading 57,Reading 58,Reading 59,Reading 60,Reading 61,Reading 62,Reading 63,Reading 64,Reading 65,Reading 66,Reading 67,Reading 68,Reading 69,Reading 70,Reading 71,Reading 72,Reading 73,Reading 74,Reading 75,Reading 76,Reading 77,Reading 78,Reading 79,Reading 80,Reading 81,Reading 82,Reading 83,Reading 84,Reading 85,Reading 86,Reading 87,Reading 88,Reading 89,Reading 90,Reading 91,Reading 92,Reading 93,Reading 94,Reading 95,Reading 96,Reading 97,Reading 98,Reading 99,Reading 100,Reading 101,Reading 102,Reading 103,Reading 104,Reading 105,Reading 106,Reading 107,Reading 108,Reading 109,Reading 110,Reading 111,Reading 112,Reading 113,Reading 114,Reading 115,Reading 116,Reading 117,Reading 118,Reading 119,Reading 120,Reading 121,Reading 122,Reading 123,Reading 124,Reading 125,Reading 126,Reading 127,Reading 128,Reading 129,Reading 130,Reading 131,Reading 132,Reading 133,Reading 134,Reading 135,Reading 136,Reading 137,Reading 138,Reading 139,Reading 140,Reading 141,Reading 142,Reading 143,Reading 144
6,ROX,208756.640625,208542.015625,208489.078125,208691.718750,209031.718750,209346.937500,209654.156250,209928.609375,210084.687500,210322.156250,210625.031250,210795.703125,210834.968750,210992.734375,211252.687500,211384.718750,211409.093750,211269.015625,210923.281250,210094.609375,208503.671875,205759.843750,202093.109375,198105.468750,194323.656250,191458.640625,189446.984375,188195.453125,187145.796875,186694.781250,186439.062500,186255.468750,186002.171875,186023.046875,185981.437500,185872.562500,185787.015625,186072.765625,186201.468750,186009.734375,193457.265625,194273.937500,194900.218750,195484.015625,195994.359375,196253.062500,196457.984375,196710.906250,197003.828125,197179.515625,197396.187500,197577.750000,197802.187500,198039.421875,198251.531250,198525.828125,198667.515625,198855.578125,199016.156250,199270.500000,199494.921875,199819.781250,200045.578125,200190.812500,200349.531250,200438.203125,200556.390625,200598.125000,200747.203125,200842.375000,201064.328125,201054.609375,200945.843750,200975.968750,201155.296875,201262.750000,201301.609375,201436.781250,201397.015625,201270.531250,201172.359375,201269.281250,201322.812500,201268.906250,201248.593750,201351.921875,201439.968750,201459.953125,201538.906250,201599.343750,201559.531250,201434.406250,201448.046875,201450.140625,201440.375000,201584.703125,201786.421875,201987.140625,201982.796875,202114.296875,202253.937500,202370.750000,202428.671875,202443.828125,202431.296875,202497.640625,202674.515625,202890.375000,203039.359375,203194.234375,203605.718750,204490.765625,205854.296875,208663.109375,211317.015625,211855.359375,209251.750000,206538.921875,205109.703125,204765.437500,204604.296875,204598.859375,204679.750000,204667.796875,204366.093750,204071.968750,203869.656250,203802.515625,203670.562500,203643.421875,203695.906250,203788.109375,203683.828125,203641.609375,203581.875000,203724.546875,203767.296875,203697.578125,203461.734375,203190.687500,202985.328125,202540.359375,201889.265625,200961.859375
6,SYBR,142811.609375,143956.546875,144566.234375,144626.968750,144577.500000,144453.296875,144295.796875,144088.062500,143915.906250,143707.375000,143576.359375,143715.578125,144230.843750,145320.062500,147593.218750,152396.390625,161833.484375,180057.187500,213971.031250,274274.937500,373024.218750,514604.468750,684165.812500,850690.875000,984813.437500,1075849.625000,1130843.875000,1162885.125000,1181634.250000,1192087.500000,1198116.750000,1201771.750000,1204069.625000,1204414.125000,1204234.250000,1203088.000000,1201226.125000,1198452.125000,1196421.000000,1194972.125000,1123329.375000,1087366.125000,1056982.625000,1033754.062500,1016104.062500,1002266.000000,990718.187500,980566.375000,971124.125000,962373.937500,954264.375000,946724.625000,939299.687500,932321.562500,925462.875000,918423.375000,911479.250000,904401.812500,897420.250000,890127.875000,883293.000000,876235.500000,869430.250000,862609.375000,855998.875000,849440.125000,842593.000000,836200.625000,829569.437500,823215.625000,816453.250000,810181.250000,803972.875000,797763.750000,791508.750000,785035.500000,778651.125000,772102.875000,765350.937500,758909.312500,752617.562500,746673.437500,740375.312500,733993.500000,727713.125000,721542.375000,715414.375000,709069.812500,702605.437500,696053.125000,689737.187500,683860.500000,678105.125000,672480.750000,666450.000000,660192.687500,653862.125000,647699.750000,641489.375000,635240.250000,629054.875000,622809.312500,616462.687500,610209.562500,603950.562500,597558.750000,590921.125000,583947.062500,576351.500000,567326.187500,554601.250000,535019.125000,505039.093750,452871.218750,374986.625000,290454.593750,229647.765625,200026.843750,188254.406250,181312.890625,174856.531250,167736.453125,159418.375000,150864.218750,144218.500000,140220.765625,137530.578125,134900.765625,132061.656250,129196.296875,126377.171875,123452.367188,120569.906250,117267.421875,113307.296875,107464.898438,99522.140625,90329.765625,81365.218750,73354.054688,66519.789063,57629.039063,50563.046875,47758.906250
7,ROX,204707.218750,203130.265625,202314.625000,202286.156250,202490.671875,202733.671875,202967.390625,203310.718750,203545.671875,203744.718750,203791.031250,203767.218750,203504.718750,203052.375000,202118.953125,200305.812500,197369.953125,193618.234375,189455.406250,185963.109375,183344.828125,181548.187500,180166.375000,179458.375000,178895.875000,178362.828125,178018.562500,177935.687500,177946.265625,177953.484375,178108.843750,178114.640625,178174.625000,178082.593750,178111.921875,178215.375000,178202.140625,178063.625000,178072.796875,178502.156250,184419.265625,186436.046875,187919.109375,188911.218750,189874.484375,190696.609375,191367.640625,192171.125000,193031.109375,193852.875000,194463.390625,195120.031250,195712.828125,196226.812500,196748.843750,197212.093750,197260.093750,197310.765625,197431.468750,197618.968750,197552.265625,197332.625000,196929.328125,196490.187500,196036.984375,195723.609375,195692.625000,195874.187500,195978.296875,196050.328125,196168.578125,196509.718750,196842.234375,197167.312500,197271.578125,197558.437500,198008.421875,198376.109375,198676.593750,199020.859375,199515.296875,199862.500000,200198.062500,200638.671875,200855.890625,200977.343750,200957.140625,201045.546875,201029.828125,201035.562500,201081.203125,201125.437500,201099.062500,201048.750000,200951.796875,200871.937500,200746.343750,200653.531250,200506.593750,200460.812500,200405.562500,200412.921875,200393.875000,200294.015625,200197.234375,200182.843750,200338.953125,200341.046875,200273.812500,200412.765625,200997.859375,202028.062500,203422.984375,206593.250000,209655.750000,210710.484375,208121.359375,205014.312500,202887.421875,202291.750000,202099.906250,202105.921875,202141.562500,202011.250000,201527.500000,201045.593750,200708.281250,200597.281250,200555.453125,200427.750000,200268.187500,200118.875000,200017.312500,199979.640625,199995.578125,199946.859375,199787.109375,199602.593750,199536.125000,199468.359375,199284.015625,198992.359375,198654.000000,198277.843750
7,SYBR,140598.484375,139206.296875,138363.796875,138144.531250,138072.937500,138297.484375,138727.031250,139610.546875,141162.859375,143897.078125,149291.750000,159706.406250,179424.718750,215539.328125,279038.218750,380779.500000,522619.718750,687561.375000,845354.000000,969453.062500,1052675.125000,1103205.625000,1133497.250000,1151380.500000,1162912.250000,1170526.875000,1175300.250000,1177542.875000,1178407.625000,1178979.625000,1178498.500000,1177369.625000,1175533.500000,1173696.000000,1171574.625000,1168347.250000,1165939.000000,1164052.875000,1162445.750000,1159777.500000,1088582.750000,1052759.500000,1022638.562500,1000131.937500,983141.750000,969656.562500,958634.562500,949111.562500,940404.937500,932405.000000,925269.375000,918209.000000,911111.625000,903905.687500,896968.687500,890185.750000,884072.500000,877346.687500,870528.750000,863679.062500,857400.312500,851010.625000,844495.312500,837922.625000,831503.250000,825302.875000,818646.312500,812077.062500,805702.187500,799511.437500,793143.125000,786659.875000,780445.375000,774409.937500,768779.000000,762659.000000,756131.000000,749801.375000,743740.625000,737665.375000,731432.875000,725268.375000,719289.687500,713054.937500,707247.187500,701274.125000,695015.562500,688413.187500,682209.250000,675995.437500,669885.812500,664093.562500,658617.750000,652697.625000,646571.312500,640477.125000,634256.125000,627853.625000,621668.312500,615421.625000,609392.125000,603153.500000,596936.500000,590601.625000,584478.937500,578318.937500,572038.937500,565648.375000,558667.687500,550285.125000,538319.000000,519522.906250,489838.187500,434635.781250,349979.937500,253489.281250,178646.750000,137005.203125,119146.804688,109920.554688,102046.195313,93936.835938,84499.250000,74759.742188,67713.820313,64642.937500,63695.351563,63070.476563,62323.640625,61649.121094,60919.378906,60215.941406,59212.273438,57969.644531,56501.441406,54998.312500,53595.042969,52412.539063,51422.804688,50626.687500,50138.968750,49320.589844,48857.769531,49227.101563
8,ROX,205567.921875,205753.609375,206135.375000,206545.687500,206896.718750,207119.843750,207341.046875,207472.921875,207614.078125,207761.968750,207935.343750,208026.968750,208002.265625,207899.312500,207533.843750,206734.265625,205253.390625,202726.187500,199332.656250,195740.265625,192268.953125,189115.156250,186751.375000,185301.156250,184470.203125,183912.859375,183679.796875,183490.484375,183276.218750,182872.359375,182698.671875,182799.031250,183182.265625,183418.281250,183523.453125,183466.937500,183463.421875,183508.796875,183569.875000,183635.984375,189884.109375,190698.812500,191390.625000,191877.015625,192102.531250,192381.343750,192768.796875,193060.328125,193175.484375,193363.640625,193543.984375,193707.750000,193955.218750,194260.750000,194425.562500,194727.265625,194996.578125,195250.578125,195428.421875,195718.750000,195904.531250,196068.640625,196182.203125,196429.421875,196640.046875,196841.937500,196883.140625,196986.046875,197113.281250,197289.875000,197474.531250,197735.546875,197970.687500,198199.640625,198320.750000,198460.796875,198526.718750,198574.265625,198662.750000,198804.468750,198945.500000,199025.015625,199189.718750,199341.109375,199363.687500,199425.281250,199537.703125,199744.312500,199868.437500,199926.312500,199883.484375,199936.046875,200068.343750,200158.781250,200196.375000,200344.343750,200384.390625,200351.093750,200259.281250,200255.062500,200162.484375,200194.187500,200291.296875,200379.796875,200355.218750,200283.640625,200276.437500,200235.890625,200221.953125,200220.187500,200720.687500,201511.953125,202804.312500,205574.390625,207516.421875,206773.578125,204416.656250,203639.390625,204293.828125,205036.359375,205709.671875,206326.562500,206785.093750,206889.109375,206758.421875,206665.562500,206630.328125,206407.468750,206035.343750,205747.250000,205587.656250,205592.578125,205479.687500,205342.343750,205132.062500,205074.671875,204948.218750,204776.093750,204394.546875,203966.515625,203480.046875,202614.218750,201258.781250,199579.296875
8,SYBR,161783.343750,162394.531250,162831.062500,162992.312500,162909.078125,162917.140625,163086.625000,163422.000000,163921.406250,165086.015625,167379.562500,171856.859375,180280.656250,196510.640625,226652.250000,280326.218750,369252.437500,500020.593750,662243.937500,827607.625000,966677.750000,1064865.375000,1125935.250000,1161381.875000,1182255.375000,1195162.625000,1202765.125000,1206990.750000,1209592.500000,1211368.625000,1211909.125000,1211039.625000,1209329.375000,1207156.125000,1204629.875000,1202369.000000,1199834.500000,1197597.125000,1195572.375000,1194079.875000,1121079.000000,1085632.375000,1055979.125000,1033649.687500,1016746.187500,1003004.125000,991614.437500,981793.187500,973304.625000,965414.250000,958233.750000,950804.750000,943565.625000,936197.062500,929371.750000,922491.562500,915796.250000,908819.125000,901874.312500,894673.375000,887824.937500,881159.250000,874645.000000,867430.125000,860589.812500,853972.250000,847332.062500,840534.937500,833667.375000,827104.312500,820352.687500,813778.687500,807184.812500,800459.500000,793894.250000,787237.250000,780815.250000,774365.250000,767865.812500,761189.375000,754582.375000,748243.187500,741710.625000,734931.562500,728693.187500,722474.625000,716174.375000,709585.062500,703278.250000,697204.687500,691437.375000,685525.250000,679346.937500,673139.812500,666935.250000,660496.125000,654011.750000,647523.062500,641221.937500,634935.937500,628760.625000,622222.812500,615743.875000,609293.687500,602855.562500,596328.750000,590044.062500,583362.687500,575743.875000,566529.250000,553180.687500,532335.562500,499615.656250,441053.531250,359785.812500,280016.406250,229752.406250,206691.453125,196315.375000,188649.734375,181057.593750,172831.968750,163871.937500,155822.046875,150274.687500,146771.468750,144129.156250,141627.390625,139258.375000,136683.546875,134020.687500,131317.140625,128721.625000,125655.921875,121720.718750,116126.718750,108791.710938,100642.148438,92753.703125,85807.484375,79478.140625,71981.937500,66320.773438,64660.546875
9,ROX,183022.906250,183473.609375,183894.671875,184301.468750,184656.750000,184860.406250,184948.625000,185065.859375,185235.265625,185344.875000,185358.453125,185423.578125,185406.953125,185327.078125,185057.046875,184679.734375,183957.562500,182658.156250,180517.171875,177266.218750,173399.875000,169665.921875,166691.921875,164578.937500,163264.468750,162487.718750,161863.656250,161717.031250,161910.718750,162208.437500,162002.375000,161883.140625,161816.343750,161942.953125,161869.500000,161755.421875,161838.265625,161957.109375,162095.312500,162175.187500,168222.671875,169066.828125,169775.921875,170223.281250,170492.109375,170651.093750,170960.578125,171329.281250,171548.562500,171733.703125,171901.531250,172202.531250,172475.781250,172715.781250,172845.062500,172978.562500,173221.859375,173495.062500,173831.718750,174064.296875,174210.890625,174399.984375,174584.125000,174843.921875,175111.296875,175335.500000,175392.703125,175514.218750,175748.796875,175896.281250,176128.078125,176240.140625,176273.140625,176285.859375,176493.421875,176766.000000,176901.734375,176834.500000,176657.109375,176528.406250,176585.796875,176799.781250,176970.625000,177126.796875,177160.437500,177352.984375,177562.718750,177852.125000,178021.156250,177965.140625,177868.421875,177859.062500,177990.171875,178145.109375,178213.718750,178315.265625,178395.500000,178476.687500,178538.609375,178579.281250,178605.218750,178629.000000,178758.671875,178797.625000,178862.828125,178827.437500,178833.562500,178796.093750,178928.250000,179164.968750,179840.718750,180874.062500,182661.421875,185566.062500,187207.531250,186137.718750,182913.906250,180574.312500,179040.640625,179311.734375,180480.671875,181766.343750,182037.125000,182116.718750,182285.406250,182438.062500,182484.609375,182367.296875,182309.546875,182396.281250,182445.343750,182322.984375,182137.312500,181884.906250,181759.281250,181708.953125,181667.828125,181355.437500,180981.625000,180581.953125,180170.953125,179343.875000,178184.406250,176791.328125
9,SYBR,125498.562500,125289.968750,125101.750000,124955.328125,124862.562500,124646.742188,124486.656250,124468.718750,124552.648438,124873.875000,125611.187500,127383.273438,130864.242188,137934.718750,151583.453125,177391.343750,223802.500000,301728.687500,417730.875000,563840.500000,715376.625000,844101.625000,935652.687500,992736.187500,1025995.062500,1045379.375000,1057231.000000,1064607.375000,1069042.000000,1071549.875000,1073043.000000,1073406.000000,1073016.125000,1071680.625000,1069833.000000,1068072.250000,1066016.500000,1063684.000000,1060936.250000,1058384.000000,993648.125000,961779.500000,935349.187500,915659.187500,900510.562500,888578.375000,878494.187500,869818.750000,862057.750000,854851.125000,848104.000000,841377.750000,834962.062500,828566.125000,822331.250000,815953.125000,809729.812500,803580.437500,797495.812500,791524.375000,785611.562500,779543.312500,773595.375000,767452.625000,761251.000000,755159.250000,749409.375000,743560.625000,737659.437500,731813.437500,725605.187500,719518.625000,713878.562500,708255.937500,702471.875000,696334.125000,689771.562500,683095.187500,676778.125000,671162.250000,665435.187500,659821.687500,653982.062500,648029.000000,642228.562500,636548.125000,630910.875000,625402.562500,619811.125000,614130.500000,608216.312500,602813.187500,597534.187500,592119.562500,586517.500000,581013.937500,575236.000000,569436.062500,563582.875000,558009.750000,552494.312500,546945.312500,541213.437500,535525.625000,529636.437500,523662.593750,517608.187500,511305.875000,503783.562500,494217.687500,479998.531250,457380.218750,420842.937500,357997.406250,276687.500000,201070.968750,155895.968750,135716.062500,127740.312500,122475.960938,117917.054688,113257.320313,108257.218750,103783.484375,100579.960938,98403.429688,96582.203125,94787.960938,92926.007813,90937.187500,89054.921875,87202.476563,85150.210938,82484.515625,79236.359375,74908.593750,69529.976563,63782.273438,58650.996094,54301.402344,50305.800781,45630.882813,42849.015625,43485.812500
10,ROX,163510.765625,161990.453125,161008.484375,160649.781250,160660.406250,160716.453125,160787.953125,160906.187500,160944.921875,160970.765625,160937.453125,160947.671875,160909.843750,160846.578125,160554.796875,159882.671875,158481.250000,156341.781250,153403.562500,150231.468750,147230.093750,144846.015625,143120.671875,142038.781250,141455.171875,141091.390625,140772.062500,140590.281250,140647.125000,140713.500000,140557.531250,140383.906250,140414.437500,140460.375000,140479.796875,140541.140625,140685.953125,140705.031250,140793.734375,141126.875000,146757.687500,147535.265625,147964.843750,148127.796875,148281.406250,148492.500000,148598.171875,148753.062500,148850.234375,149011.671875,149047.406250,149196.000000,149358.734375,149445.828125,149438.906250,149510.406250,149642.484375,149805.343750,150013.093750,150344.656250,150790.046875,151224.171875,151539.296875,151765.375000,151981.515625,152223.625000,152558.765625,152776.812500,153020.703125,153315.750000,153674.812500,153847.734375,153995.062500,154430.296875,154941.828125,155512.484375,155910.765625,156219.281250,156411.687500,156549.890625,156707.312500,156549.328125,156297.781250,156120.890625,155968.937500,155629.031250,155188.000000,155013.125000,155030.203125,155060.562500,155058.703125,155058.218750,155302.046875,155537.796875,155791.234375,155921.296875,156128.921875,156388.703125,156603.781250,156723.609375,156763.406250,156918.531250,156991.765625,156960.250000,156909.937500,156842.859375,156785.609375,156705.453125,156857.781250,157247.468750,157918.765625,158835.656250,160922.750000,163447.390625,164234.781250,162287.250000,159536.296875,157914.468750,157298.109375,157117.906250,156970.484375,156925.390625,156826.125000,156637.437500,156403.656250,156294.015625,156157.671875,155987.140625,155916.515625,155916.078125,155799.890625,155641.828125,155506.703125,155453.421875,155514.000000,155579.281250,155602.640625,155439.468750,155302.734375,155128.500000,155132.000000,154881.390625,154398.296875,153730.546875
10,SYBR,115455.796875,114586.906250,113967.906250,113646.750000,113700.750000,113726.031250,113884.375000,113972.421875,114348.710938,115289.960938,117388.929688,121436.046875,129180.859375,143974.750000,171582.968750,220365.828125,299518.625000,410725.750000,541318.812500,666552.312500,766189.875000,833723.125000,875205.062500,898960.187500,912686.125000,920684.500000,926148.187500,929201.187500,930889.625000,931477.875000,931848.250000,931582.000000,930296.625000,928605.250000,926650.250000,924910.937500,923144.500000,921832.375000,920132.062500,917616.437500,858679.375000,829220.937500,805095.312500,787221.625000,773310.187500,762242.500000,753105.000000,745486.937500,738364.625000,731723.812500,725253.125000,719085.375000,713238.750000,707572.125000,702004.312500,696057.062500,690263.000000,684563.625000,679421.062500,674152.687500,668993.437500,663607.562500,658421.187500,653123.250000,647963.187500,642957.250000,637878.687500,632926.687500,627992.125000,623103.437500,618028.500000,613135.875000,608459.500000,603639.562500,598686.250000,593669.687500,588796.500000,584255.187500,579487.250000,574536.562500,569518.687500,564768.062500,560037.437500,555150.375000,550361.500000,545550.625000,540715.437500,535790.875000,531030.937500,526503.625000,522116.750000,517779.406250,513343.625000,508513.750000,503493.375000,498474.093750,493243.500000,488049.375000,483171.625000,478391.656250,473498.750000,468418.562500,463705.625000,458779.937500,453856.312500,448643.687500,443535.031250,437868.781250,431055.687500,422001.593750,407535.906250,384047.906250,343676.093750,280243.750000,206743.000000,147535.125000,116391.226563,103538.335938,97735.960938,93213.351563,89029.757813,84615.367188,79845.406250,75891.039063,73535.171875,72321.976563,71165.250000,69837.421875,68474.609375,67196.210938,65912.710938,64572.585938,63203.519531,61454.953125,58985.054688,55574.457031,51748.085938,48096.996094,45003.898438,42346.023438,39594.253906,36586.847656,35071.945313,35939.066406
11,ROX,140440.765625,140999.921875,141320.421875,141522.531250,141778.640625,141890.453125,141935.968750,142013.375000,142088.359375,142139.500000,142156.765625,142133.937500,142113.390625,142054.937500,141878.187500,141464.390625,140844.703125,139669.828125,137691.171875,135034.156250,132108.656250,129441.117188,127343.062500,125954.273438,125015.093750,124502.640625,124250.828125,124042.492188,123843.773438,123711.617188,123670.617188,123705.062500,123713.960938,123758.468750,123697.953125,123780.890625,123825.125000,123900.148438,123879.312500,123885.835938,129207.164063,129923.718750,130517.140625,130897.234375,131065.703125,131297.890625,131450.921875,131598.109375,131688.531250,131871.578125,131969.968750,132118.906250,132296.984375,132460.078125,132604.718750,132692.828125,132806.968750,132950.796875,133183.875000,133492.125000,133651.718750,133771.625000,133732.234375,133858.890625,134021.625000,134187.859375,134239.578125,134399.250000,134593.703125,134719.828125,134788.125000,134849.562500,134928.468750,135133.812500,135342.765625,135553.531250,135577.640625,135615.359375,135577.156250,135699.968750,135720.703125,135766.921875,135859.312500,136063.765625,136144.203125,136245.718750,136186.812500,136175.218750,136210.671875,136410.890625,136407.906250,136371.812500,136273.000000,136285.546875,136237.093750,136160.046875,136002.312500,136033.828125,136619.265625,137344.140625,137939.484375,138196.468750,138412.640625,138558.328125,138699.046875,138923.843750,139088.953125,139319.015625,139567.515625,139990.781250,140911.296875,142411.937500,144632.593750,146477.703125,146373.625000,144186.828125,141754.687500,140610.109375,140179.656250,139958.281250,139718.812500,139499.828125,139225.906250,138944.250000,138684.515625,138491.593750,138321.953125,138160.562500,137917.265625,137742.031250,137588.687500,137510.281250,137437.156250,137385.015625,137331.046875,137236.312500,137111.015625,136953.125000,136793.171875,136623.546875,136510.218750,136169.937500,135680.890625,135220.671875
11,SYBR,90073.890625,90468.906250,90778.406250,90922.132813,90881.890625,90830.007813,90825.140625,90872.906250,90958.359375,91328.718750,92206.656250,94035.289063,97603.070313,104570.921875,118089.750000,143195.875000,187244.843750,257955.093750,356826.906250,471877.812500,581282.500000,666781.562500,723841.312500,758159.437500,778945.812500,791251.687500,798673.000000,803018.687500,805921.125000,807560.687500,808605.000000,809018.875000,808385.937500,806953.625000,805986.875000,804744.000000,803282.562500,801352.750000,799938.187500,798787.000000,746133.812500,720871.625000,700257.312500,685027.375000,673574.687500,664549.750000,657187.125000,650758.062500,644732.625000,639124.125000,633983.125000,629037.437500,624201.812500,619327.937500,614514.875000,609731.312500,605101.625000,600436.625000,595948.250000,591281.062500,586765.187500,582053.937500,577690.812500,573191.812500,568530.875000,564046.437500,559648.812500,555308.000000,550642.187500,546303.500000,542047.125000,537730.875000,533264.812500,528637.750000,524136.187500,519695.562500,515408.500000,511226.625000,506714.343750,502275.250000,497760.750000,493768.062500,489502.625000,484891.718750,480089.593750,475563.312500,471312.937500,467063.875000,462534.437500,457828.687500,453229.125000,448983.437500,444741.281250,440263.437500,435426.312500,430645.093750,425143.968750,420074.343750,415561.718750,411827.468750,407851.812500,403686.312500,399621.281250,395299.656250,390990.625000,386335.375000,381969.593750,376914.187500,370225.406250,360588.250000,344982.781250,318692.843750,274655.593750,211814.437500,145995.140625,98231.351563,75591.945313,67191.101563,64081.039063,61983.695313,60092.820313,57870.316406,55887.660156,54294.117188,53280.273438,52384.011719,51479.230469,50632.769531,49822.089844,48824.195313,47871.210938,46930.593750,45914.792969,44430.261719,42480.406250,39994.910156,37462.382813,34942.898438,32788.046875,31037.689453,29464.130859,27613.931641,26727.660156,27485.552734
