Well,Dye Name,Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Reading 11,Reading 12,Reading 13,Reading 14,Reading 15,Reading 16,Reading 17,Reading 18,Reading 19,Reading 20,Reading 21,Reading 22,Reading 23,Reading 24,Reading 25,Reading 26,Reading 27,Reading 28,Reading 29,Reading 30,Reading 31,Reading 32,Reading 33,Reading 34,Reading 35,Reading 36,Reading 37,Reading 38,Reading 39,Reading 40,Reading 41,Reading 42,Reading 43,Reading 44,Reading 45,Reading 46,Reading 47,Reading 48,Reading 49,Reading 50,Reading 51,Reading 52,Reading 53,Reading 54,Reading 55,Reading 56,Reading 57,Reading 58,Reading 59,Reading 60,Reading 61,Reading 62,Reading 63,Reading 64,Reading 65,Reading 66,Reading 67,Reading 68,Reading 69,Reading 70,Reading 71,Reading 72,Reading 73,Reading 74,Reading 75,Reading 76,Reading 77,Reading 78,Reading 79,Reading 80,Reading 81,Reading 82,Reading 83,Reading 84,Reading 85,Reading 86,Reading 87,Reading 88,Reading 89,Reading 90,Reading 91,Reading 92,Reading 93,Reading 94,Reading 95,Reading 96,Reading 97,Reading 98,Reading 99,Reading 100,Reading 101,Reading 102,Reading 103,Reading 104,Reading 105,Reading 106,Reading 107,Reading 108,Reading 109,Reading 110,Reading 111,Reading 112,Reading 113,Reading 114,Reading 115,Reading 116,Reading 117,Reading 118,Reading 119,Reading 120,Reading 121,Reading 122,Reading 123,Reading 124,Reading 125,Reading 126,Reading 127,Reading 128,Reading 129,Reading 130,Reading 131,Reading 132,Reading 133,Reading 134,Reading 135,Reading 136,Reading 137,Reading 138,Reading 139,Reading 140,Reading 141,Reading 142,Reading 143,Reading 144
49,SYBR,118682.304688,118080.351563,117890.773438,117831.375000,117581.914063,117432.140625,117220.539063,116956.406250,116724.671875,116611.640625,116627.578125,116648.304688,116996.187500,117910.570313,120017.984375,124259.398438,132652.328125,148974.750000,179468.265625,233869.515625,323465.187500,452737.406250,609077.562500,763700.062500,889070.187500,974959.500000,1027192.062500,1057404.875000,1074679.250000,1084981.375000,1091241.250000,1095079.875000,1097386.750000,1097998.500000,1097478.500000,1095920.375000,1094590.375000,1092908.625000,1090580.875000,1087164.000000,1020367.937500,987641.062500,960912.062500,940807.437500,925495.000000,913232.875000,903239.125000,894341.312500,886371.875000,878924.000000,871896.750000,865154.750000,858568.062500,851904.625000,845392.625000,838801.187500,832379.000000,825823.875000,819438.187500,813270.187500,807314.437500,801216.937500,794643.187500,788317.687500,782134.250000,776154.625000,769744.187500,763558.187500,757339.250000,751353.250000,745177.500000,738823.437500,732794.500000,727189.875000,721504.062500,715180.562500,708882.125000,702866.250000,696797.875000,690838.375000,684874.625000,678799.125000,672701.937500,666864.375000,661218.937500,655126.437500,649029.062500,643135.750000,637521.562500,631840.000000,625857.625000,619697.625000,613464.937500,607285.625000,600800.000000,593839.687500,587031.500000,580884.062500,575437.000000,569791.062500,564038.375000,558186.250000,552561.812500,546762.562500,541109.687500,535277.125000,529405.562500,523286.375000,516703.875000,509562.750000,500302.062500,487032.093750,466296.281250,431469.687500,372612.500000,291745.218750,208982.765625,150222.890625,121091.328125,110364.593750,104465.273438,99313.296875,93739.531250,87521.945313,81588.828125,77336.101563,75071.835938,73667.250000,72311.367188,70997.515625,69693.164063,68303.046875,66882.679688,65337.687500,63632.023438,61662.414063,58971.800781,55236.238281,51026.660156,47071.777344,43733.218750,39460.832031,36527.183594,36021.253906
50,ROX,190944.984375,189966.500000,189644.687500,189856.984375,190082.968750,190289.578125,190492.328125,190682.375000,190791.250000,190817.750000,190869.984375,190897.015625,190899.968750,190953.281250,191017.437500,190895.218750,190521.890625,189803.187500,188529.281250,186374.218750,183180.406250,179259.468750,175284.781250,172449.812500,170534.734375,169256.328125,168121.515625,167504.171875,167048.281250,166747.093750,166515.765625,166435.843750,166448.078125,166445.562500,166407.765625,166490.046875,166605.328125,166597.406250,166439.593750,166263.140625,173302.640625,174482.250000,175453.093750,176104.265625,176610.000000,176971.812500,177433.484375,177900.468750,178334.828125,178686.656250,178994.250000,179427.765625,179746.687500,179975.671875,180087.453125,180437.984375,180935.140625,181317.671875,181386.312500,181474.312500,181739.593750,182106.546875,182363.187500,182534.625000,182724.531250,183019.046875,183220.609375,183481.906250,183658.031250,183879.625000,183962.562500,184167.703125,184285.234375,184402.406250,184454.093750,184632.859375,184779.453125,185005.703125,185193.437500,185423.703125,185563.453125,185535.984375,185597.500000,185657.640625,185759.500000,185961.656250,186137.328125,186151.953125,186267.109375,186422.562500,186569.921875,186589.281250,186843.531250,186937.843750,187008.843750,187103.296875,187085.218750,187085.218750,187194.156250,187405.390625,187362.843750,187359.000000,187423.093750,187586.875000,187740.687500,187848.937500,187753.093750,187675.281250,187699.750000,187848.609375,188192.625000,188672.781250,189399.156250,190770.250000,193380.218750,196927.546875,199066.718750,197860.796875,194516.968750,191988.843750,191171.203125,191031.828125,191097.093750,191246.906250,191400.781250,191466.906250,191435.562500,191427.906250,191526.296875,191692.093750,191675.734375,191335.218750,191008.906250,190842.343750,190758.765625,190593.031250,190368.156250,190059.000000,189680.781250,189282.859375,188990.328125,188705.562500,188503.984375,188354.796875
50,SYBR,115905.765625,113273.031250,111789.679688,111270.500000,110977.203125,110761.242188,110554.093750,110400.078125,110299.546875,110362.250000,110572.390625,111282.453125,112765.765625,115875.273438,122068.570313,134310.609375,157503.250000,199751.421875,271799.750000,382021.500000,525469.750000,679076.187500,813438.125000,910606.187500,972060.500000,1008288.750000,1030081.937500,1042607.812500,1050089.750000,1054477.500000,1057574.250000,1059249.125000,1059637.500000,1059159.625000,1058211.500000,1056770.000000,1054759.875000,1052703.375000,1050749.500000,1048787.125000,987804.812500,956867.500000,931419.187500,912804.250000,898596.375000,887262.687500,877629.062500,869466.812500,862027.062500,854951.562500,848572.687500,842486.562500,836579.250000,830409.062500,824453.062500,818206.312500,812072.187500,806124.687500,800619.000000,794878.375000,789043.750000,782965.062500,777282.687500,771693.812500,765942.312500,759848.500000,753866.187500,748029.125000,742091.125000,736057.625000,730170.750000,724388.500000,718842.625000,713298.125000,707615.750000,701657.437500,695624.375000,689779.500000,683702.812500,677572.687500,671331.437500,665334.062500,659455.125000,653586.125000,647749.687500,641838.500000,636312.187500,630726.312500,624835.750000,619061.125000,613571.812500,608236.812500,602438.250000,596659.562500,590891.625000,585114.812500,579191.750000,573394.250000,567734.125000,561859.187500,555999.125000,550276.000000,544656.562500,538735.312500,532715.375000,526711.500000,521011.125000,515012.156250,508850.343750,502202.375000,494456.031250,484083.156250,469080.375000,443855.687500,399320.718750,328239.250000,239561.843750,158882.484375,107229.617188,83506.890625,73366.414063,66963.046875,60994.105469,54728.183594,47897.480469,42294.300781,39325.843750,38778.859375,38585.222656,38322.792969,37822.164063,37381.757813,36979.601563,36673.839844,36290.332031,35652.214844,34904.179688,34165.921875,33606.023438,33164.011719,32857.066406,32282.845703,31986.517578,32325.636719
51,ROX,189364.828125,188767.843750,188671.093750,188947.453125,189224.812500,189388.015625,189513.687500,189620.531250,189743.750000,189855.859375,189998.156250,190081.203125,190089.671875,189971.328125,189843.515625,189689.046875,189341.640625,188483.984375,186898.781250,184475.031250,181083.453125,177144.421875,173416.703125,170555.031250,168557.453125,167242.140625,166450.156250,165977.125000,165582.000000,165181.375000,164893.890625,164830.000000,164797.750000,164881.484375,165019.218750,165189.234375,165300.390625,165301.656250,165331.187500,165403.687500,173025.062500,173948.859375,174781.156250,175453.375000,176141.718750,176569.421875,176915.843750,177140.046875,177576.906250,177913.625000,178295.406250,178556.546875,178764.156250,178891.109375,179081.187500,179403.437500,179680.640625,179988.203125,180255.140625,180493.593750,180611.921875,180725.421875,180926.218750,181334.484375,181658.953125,181920.875000,182009.546875,182162.046875,182248.343750,182376.156250,182482.390625,182777.609375,183051.281250,183165.343750,183276.390625,183374.734375,183640.734375,183740.109375,183870.609375,183814.781250,183950.859375,184152.312500,184270.609375,184320.562500,184315.484375,184476.531250,184607.953125,184715.312500,184938.546875,185108.265625,185230.968750,185236.687500,185444.390625,185685.921875,185845.812500,185971.437500,186045.312500,186148.203125,186170.687500,186248.281250,186343.250000,186531.609375,186620.218750,186633.062500,186670.468750,186760.625000,186884.812500,187006.812500,187140.671875,187314.609375,187537.031250,187792.000000,188444.937500,189864.984375,192483.937500,195756.796875,197808.984375,196676.750000,193475.609375,190752.781250,189578.765625,189244.875000,189164.437500,189161.468750,189076.421875,188945.187500,188734.390625,188641.546875,188609.937500,188687.859375,188802.703125,188965.671875,189097.031250,189434.125000,189784.734375,190135.312500,190323.296875,190485.031250,190501.484375,190415.218750,190140.265625,189477.625000,188563.953125,187571.500000
51,SYBR,121224.328125,118692.554688,117177.437500,116565.757813,116209.531250,116006.375000,115894.656250,115824.195313,115751.664063,115965.406250,116498.429688,117647.804688,119733.507813,124065.140625,132724.062500,149476.015625,180620.359375,236041.781250,326736.156250,456382.000000,611144.500000,762866.500000,885027.937500,968151.437500,1018442.125000,1047607.937500,1064894.750000,1075140.125000,1081349.750000,1085315.750000,1087710.750000,1088321.000000,1088181.750000,1087079.000000,1085221.500000,1083165.125000,1081149.750000,1079089.250000,1076532.500000,1074061.125000,1012039.750000,980134.125000,953896.687500,934326.000000,919191.062500,907557.875000,898124.125000,890101.875000,882497.062500,875302.687500,868349.062500,861954.187500,855784.062500,849602.062500,843250.687500,837055.125000,831046.437500,824674.250000,818062.750000,811702.875000,806015.562500,800262.875000,794025.500000,787573.000000,781354.187500,775330.312500,769119.312500,762978.687500,757003.375000,751042.750000,744746.000000,738393.875000,732354.875000,726750.562500,721170.875000,715127.187500,708611.750000,702680.937500,696796.937500,691134.937500,684987.875000,678812.437500,672272.937500,666302.187500,660779.687500,654859.062500,648709.125000,642917.187500,637423.250000,631726.312500,626146.000000,620728.625000,615238.000000,609401.375000,603495.812500,598119.437500,592525.812500,586729.000000,580730.937500,574793.625000,568592.250000,562382.250000,556569.125000,550826.312500,544825.375000,538657.625000,532786.812500,526864.687500,520428.968750,513305.375000,505377.031250,495136.031250,479805.156250,453916.125000,408654.875000,336305.937500,245159.250000,161032.375000,106394.179688,81117.664063,71321.703125,66197.484375,61535.179688,56245.726563,50587.050781,45987.437500,43422.988281,42620.042969,42137.386719,41671.148438,41011.671875,40395.925781,39832.296875,39203.175781,38537.226563,37989.480469,37647.886719,37235.109375,36755.867188,36287.070313,35915.742188,35343.078125,35136.910156,35510.242188
52,ROX,183336.359375,181767.781250,181229.218750,181472.406250,181715.890625,181944.546875,182143.937500,182317.046875,182464.250000,182620.203125,182682.531250,182702.968750,182757.640625,182846.000000,182882.734375,182837.093750,182709.250000,182432.906250,181892.328125,180696.265625,178552.703125,175398.656250,171704.000000,168103.984375,165121.843750,162873.765625,161449.906250,160637.375000,160123.406250,159689.875000,159529.000000,159607.890625,159615.671875,159575.375000,159552.578125,159553.640625,159608.812500,159640.281250,159786.500000,160035.750000,167022.328125,168136.078125,169132.687500,169887.328125,170276.937500,170672.312500,171060.296875,171461.578125,171705.359375,171943.062500,172246.593750,172586.859375,172938.640625,173244.093750,173481.812500,173781.843750,174078.953125,174392.062500,174542.593750,174775.312500,175105.281250,175456.796875,175782.390625,176006.609375,176215.000000,176469.062500,176767.562500,177128.312500,177299.703125,177595.234375,177889.421875,178237.140625,178431.890625,178691.406250,179080.250000,179470.250000,179738.906250,179975.781250,180416.812500,181110.953125,181659.875000,182090.546875,182502.890625,183017.859375,183408.875000,183681.218750,183876.906250,183951.359375,183954.062500,183762.781250,183628.343750,183578.796875,183576.234375,183417.546875,183244.171875,183155.343750,183083.078125,183092.156250,183163.375000,183299.796875,183375.453125,183452.718750,183598.578125,183867.359375,184114.843750,184399.406250,184594.296875,184768.250000,184789.218750,184891.468750,185120.796875,185534.234375,186250.187500,187429.234375,189544.609375,192585.453125,194413.937500,193131.453125,189960.343750,187600.031250,186681.234375,186415.750000,186397.562500,186540.843750,186420.156250,185962.890625,185271.375000,184788.218750,184595.656250,184449.968750,184346.031250,184298.406250,184180.406250,183980.718750,183824.250000,183762.718750,183716.328125,183532.359375,183310.531250,183164.421875,183136.093750,182943.593750,182545.906250,182057.687500
52,SYBR,118748.484375,115921.406250,114469.640625,114115.320313,114008.671875,113834.718750,113645.421875,113418.437500,113282.203125,113341.945313,113504.101563,113815.554688,114493.398438,116070.632813,119417.281250,126108.906250,139200.578125,163838.187500,208418.968750,283811.531250,397669.031250,543288.750000,695756.125000,826701.562500,920103.500000,978064.875000,1010849.750000,1029272.000000,1039757.375000,1045985.187500,1050111.250000,1052382.125000,1053354.000000,1053214.250000,1052865.250000,1052295.500000,1051318.625000,1049640.000000,1047550.875000,1045615.812500,988071.062500,957483.625000,931598.312500,911924.312500,897218.812500,885891.250000,876674.875000,868412.937500,860753.687500,853607.437500,847161.125000,840946.500000,835042.562500,829075.000000,823040.750000,816948.562500,811015.000000,805261.687500,799570.000000,793986.187500,788048.250000,782272.562500,776370.250000,770694.312500,764950.812500,759189.125000,753254.375000,747576.500000,742256.250000,736730.562500,730903.875000,725106.125000,719644.375000,714485.375000,709226.312500,703685.125000,697667.625000,691922.812500,686282.875000,680937.687500,675400.937500,669790.750000,664293.312500,658842.375000,653444.937500,647988.812500,642770.750000,637599.750000,632094.250000,626384.125000,620763.625000,615419.125000,610319.250000,605071.687500,599569.750000,593987.750000,588379.062500,582868.500000,577164.187500,571597.000000,565861.000000,560097.562500,554261.375000,548601.500000,542752.312500,536577.812500,530648.375000,524958.125000,519287.375000,512877.875000,504962.093750,494599.687500,479672.656250,455082.500000,412911.375000,345500.031250,260291.078125,182351.625000,132621.656250,109148.968750,97210.156250,87951.585938,78376.257813,67740.304688,56568.164063,47413.175781,42440.226563,40945.902344,40387.558594,39893.500000,39442.488281,39000.351563,38497.378906,37947.890625,37241.417969,36456.750000,35720.085938,34916.222656,34124.863281,33420.375000,33011.003906,32403.123047,32140.421875,32460.707031
53,ROX,195676.515625,195099.187500,195047.437500,195450.906250,195792.406250,196126.125000,196309.015625,196532.187500,196575.078125,196708.546875,196749.906250,196866.906250,196862.750000,196906.562500,196863.203125,196853.375000,196638.062500,196147.562500,195169.578125,193490.890625,190846.000000,187193.312500,183179.046875,179597.390625,176927.562500,175114.687500,173926.281250,173215.000000,172744.468750,172456.531250,172268.500000,172165.015625,172185.562500,172260.125000,172348.625000,172341.375000,172406.875000,172391.953125,172451.437500,172627.140625,180331.312500,181484.640625,182401.984375,183173.375000,183761.171875,184242.234375,184426.375000,184645.734375,185110.046875,185595.296875,185863.437500,186064.140625,186394.359375,186700.000000,186959.812500,187194.468750,187436.390625,187699.218750,187921.015625,188139.109375,188421.125000,188843.609375,188946.296875,189012.953125,189210.703125,189532.875000,189869.718750,190100.500000,190309.062500,190383.593750,190718.578125,191024.343750,191025.531250,191064.218750,191217.578125,191524.859375,191672.828125,191915.171875,192095.812500,192221.640625,192333.593750,192480.265625,192663.968750,192900.062500,193040.875000,193253.890625,193470.203125,193531.812500,193671.593750,193916.187500,194219.296875,194204.531250,194321.593750,194492.312500,194713.921875,194861.890625,194996.031250,195107.140625,195239.796875,195367.437500,195477.484375,195637.234375,195710.250000,195843.562500,196022.328125,196189.437500,196248.375000,196313.312500,196508.093750,196643.859375,196955.921875,197373.796875,198065.656250,199197.437500,201335.187500,204571.781250,206551.375000,205298.750000,202136.078125,200008.562500,199517.296875,199434.750000,199620.796875,199925.921875,200086.796875,199857.203125,199648.828125,199697.406250,200013.296875,200319.093750,200684.015625,201195.781250,201678.734375,202108.046875,202382.781250,202543.671875,202485.828125,202313.937500,201876.625000,201143.187500,200342.390625,199235.781250,197859.437500,196376.750000
53,SYBR,120972.546875,118436.859375,117054.296875,116569.679688,116238.976563,115987.046875,116053.804688,116111.070313,116003.062500,115861.812500,116032.593750,116603.781250,117825.937500,120507.710938,125790.078125,136102.750000,155858.312500,192425.421875,256714.781250,360056.843750,504379.125000,671563.125000,830376.000000,954131.750000,1036130.375000,1084749.625000,1112501.250000,1128611.750000,1137627.750000,1142730.375000,1145819.500000,1148074.000000,1149241.625000,1148785.875000,1147689.875000,1146405.250000,1144967.750000,1143158.250000,1141308.375000,1139760.625000,1078618.000000,1044963.312500,1016993.875000,996004.312500,980010.312500,967329.062500,957114.187500,948555.187500,940583.500000,933250.937500,926159.437500,919445.937500,912664.625000,906237.687500,899496.750000,892895.687500,886512.187500,880192.687500,874059.875000,867685.062500,861146.125000,854492.250000,848342.125000,842178.062500,835576.125000,829166.125000,822611.187500,816309.375000,809808.812500,803499.125000,796716.812500,790439.250000,784659.000000,778597.875000,772379.500000,765885.125000,759849.187500,753611.937500,747328.625000,741072.187500,734751.250000,728726.875000,722545.500000,716591.375000,710427.625000,704162.812500,698106.562500,692352.062500,686162.250000,679859.625000,673833.625000,668335.250000,662387.250000,656578.250000,650441.875000,644434.875000,638146.125000,632132.875000,625827.375000,619777.187500,613782.125000,607574.687500,601306.937500,595019.937500,588725.125000,582395.187500,576382.000000,570253.812500,563696.312500,556814.562500,548660.750000,538250.812500,523608.281250,499805.437500,459439.343750,393136.125000,308585.968750,232146.484375,186008.921875,166015.125000,156314.593750,148575.421875,140208.125000,130037.335938,119218.765625,110389.453125,105181.625000,102674.554688,100736.078125,98686.007813,96617.460938,94578.953125,92513.617188,90255.742188,87637.250000,84430.679688,80014.843750,73840.210938,66819.093750,60042.929688,54023.160156,44975.144531,37644.621094,34889.988281
54,ROX,213640.375000,212982.437500,212609.171875,212622.968750,212905.718750,213127.671875,213359.187500,213534.140625,213695.609375,213751.453125,213779.281250,213688.203125,213656.187500,213725.078125,213837.000000,213866.937500,213843.171875,213796.296875,213704.453125,213523.984375,213338.593750,213069.593750,212590.593750,211496.937500,209492.031250,206417.906250,202694.468750,198522.125000,194596.921875,191941.687500,190525.421875,189716.078125,188971.640625,188441.203125,188079.421875,187716.453125,187652.625000,187666.093750,187778.281250,187695.203125,194741.140625,196350.390625,197554.468750,198386.906250,199057.546875,199514.234375,199862.812500,200353.750000,200838.562500,201249.187500,201496.078125,201846.781250,202145.171875,202308.796875,202505.046875,202777.500000,203021.890625,203348.562500,203795.515625,204281.515625,204442.109375,204658.031250,204870.625000,205295.000000,205584.296875,205806.890625,205848.062500,205913.812500,206030.125000,206334.953125,206703.468750,206985.250000,207129.640625,207285.000000,207434.812500,207754.734375,207978.734375,208251.218750,208381.656250,208634.890625,208830.093750,209001.609375,209019.765625,209016.171875,209084.343750,209226.718750,209443.562500,209591.609375,209745.828125,209874.265625,210078.515625,210147.437500,210349.156250,210555.140625,210706.578125,210756.437500,210982.078125,211158.859375,211275.125000,211376.000000,211440.078125,211532.718750,211652.687500,211855.718750,211928.281250,211928.453125,212069.828125,212223.468750,212364.281250,212460.343750,212725.656250,213170.531250,213738.812500,215051.421875,217006.093750,220247.968750,222852.546875,222450.468750,219257.609375,216189.093750,214920.390625,214515.437500,214585.890625,214747.890625,214816.953125,214806.875000,214848.156250,214909.890625,215092.125000,215216.125000,215322.703125,215588.171875,215954.875000,216331.187500,216738.171875,217436.578125,218462.265625,219752.937500,220623.484375,220641.015625,220101.093750,219181.421875,217371.375000,214671.687500
54,SYBR,126721.609375,124109.609375,122309.781250,121483.109375,121257.015625,121000.343750,120687.875000,120343.125000,120078.382813,119893.187500,119740.218750,119612.296875,119378.125000,119249.703125,119257.359375,119612.796875,120312.710938,121934.359375,125069.101563,131317.656250,143177.343750,165804.718750,207673.343750,281298.031250,398669.156250,560216.687500,744660.000000,917063.000000,1050081.500000,1137690.750000,1189052.250000,1217827.375000,1234284.625000,1243895.500000,1249262.375000,1252650.625000,1254640.875000,1254930.500000,1254063.000000,1253391.625000,1187644.500000,1150175.750000,1118930.125000,1095321.000000,1077044.000000,1062771.750000,1051068.500000,1041081.312500,1032153.125000,1024050.250000,1016288.875000,1008585.062500,1001235.312500,994346.250000,987142.875000,979706.625000,972277.062500,965131.187500,957693.937500,950280.187500,943162.062500,936039.312500,928834.500000,921357.812500,913943.187500,907246.312500,900417.000000,893476.437500,886093.375000,878851.062500,871558.000000,864654.750000,858109.625000,851063.000000,844087.937500,836966.250000,829879.375000,822615.937500,815584.750000,808646.125000,801684.187500,794739.375000,787884.437500,781016.375000,774151.312500,767536.125000,760673.000000,753943.375000,747258.812500,740899.375000,734127.500000,727433.875000,720687.625000,714178.062500,707671.375000,701168.187500,694112.500000,686901.750000,679855.125000,673078.687500,666506.812500,659796.750000,653051.187500,646231.062500,639486.000000,632783.000000,625923.375000,619034.687500,611703.500000,604036.875000,595090.687500,583752.125000,568152.062500,543447.625000,503964.687500,439714.750000,350418.593750,259411.812500,196914.375000,169577.593750,160413.687500,156095.031250,152168.265625,147931.859375,143445.250000,139264.281250,135578.046875,132465.718750,129380.242188,126308.718750,123265.265625,120105.414063,116667.117188,112968.523438,109114.406250,104509.132813,97937.921875,86344.226563,71151.578125,57487.460938,49108.214844,40767.343750,33878.261719,30823.449219
55,ROX,239635.765625,239060.093750,238944.515625,239106.515625,239233.046875,239338.593750,239536.531250,239735.093750,239912.343750,240033.375000,240129.875000,240189.781250,240233.578125,240292.968750,240194.703125,240016.484375,239606.484375,238902.328125,237472.156250,234895.484375,231789.609375,227868.968750,223555.687500,219392.093750,216777.437500,215268.937500,214389.843750,213696.125000,213309.140625,213006.953125,213128.984375,213151.625000,213134.640625,212964.125000,212816.312500,212741.406250,212726.296875,212739.890625,212892.531250,213449.171875,220293.093750,221979.125000,223189.781250,224035.140625,224796.437500,225431.000000,225897.968750,226359.406250,226839.359375,227232.125000,227522.843750,227916.312500,228226.546875,228594.484375,228904.234375,229282.750000,229560.062500,229830.265625,230010.843750,230163.000000,230306.390625,230624.421875,231066.031250,231359.734375,231497.093750,231692.218750,232030.843750,232277.218750,232433.156250,232622.625000,232913.859375,233122.140625,233388.484375,233589.281250,233823.765625,234023.000000,234359.515625,234628.359375,234717.546875,234781.953125,234801.078125,234972.078125,235073.171875,235336.312500,235516.062500,235792.968750,235856.718750,235963.875000,236035.984375,235971.437500,235892.703125,236050.156250,236376.750000,236575.859375,236646.328125,236788.656250,236946.125000,237108.468750,237133.500000,237198.812500,237354.281250,237549.671875,237737.953125,237932.281250,238056.562500,238184.796875,238348.531250,238581.468750,238614.687500,238676.890625,238937.171875,239400.468750,240038.484375,241338.265625,243652.250000,247444.968750,250555.625000,250344.140625,246838.781250,243421.484375,241958.812500,241535.375000,241539.062500,241673.875000,241735.703125,241305.578125,240705.187500,240416.312500,240432.000000,240496.328125,240579.093750,240797.390625,241087.828125,241398.093750,241841.703125,242526.843750,243383.046875,244263.125000,244878.781250,245267.093750,245264.687500,244475.687500,242508.656250,239628.578125
55,SYBR,154100.578125,151614.968750,150156.906250,149448.656250,149024.640625,148627.687500,148413.171875,148239.578125,148165.359375,148282.546875,148719.734375,149775.859375,152003.531250,156544.187500,165494.750000,182542.234375,214835.562500,273341.281250,372594.500000,522771.906250,715800.312500,920189.125000,1096258.000000,1221980.750000,1299300.375000,1344263.875000,1370002.375000,1385583.250000,1394660.125000,1400039.125000,1402431.750000,1404039.250000,1404699.750000,1404681.000000,1403699.750000,1402386.375000,1400224.125000,1398070.750000,1395691.875000,1392832.250000,1321676.250000,1279410.125000,1244747.875000,1218956.250000,1199513.375000,1183931.875000,1170867.250000,1159484.875000,1149557.750000,1140356.000000,1131724.125000,1123516.250000,1115664.000000,1107524.750000,1098962.500000,1090462.375000,1082504.750000,1074826.375000,1067260.375000,1059517.125000,1052083.125000,1044138.187500,1036056.500000,1027705.625000,1019720.500000,1011894.187500,1004158.500000,996528.625000,988725.500000,980915.187500,972947.500000,965390.125000,957839.750000,950131.375000,941988.625000,934038.000000,926197.062500,918487.125000,910959.437500,903818.750000,896215.125000,888344.750000,880802.375000,873219.687500,865462.562500,857476.375000,849819.875000,841895.000000,833799.312500,826188.250000,819210.562500,812462.375000,805298.937500,798102.000000,790820.187500,783348.937500,775429.750000,767852.812500,760360.812500,752875.062500,745203.750000,737604.125000,729859.875000,722086.562500,714694.562500,706968.125000,699247.250000,691280.312500,683489.812500,675150.437500,665822.687500,654002.187500,637673.812500,611041.750000,566619.312500,492117.968750,387733.687500,279160.812500,200277.718750,159246.531250,139564.328125,126245.523438,113448.851563,99084.335938,82913.539063,68037.585938,58840.984375,55681.320313,55079.445313,54619.753906,54296.109375,54003.253906,53747.976563,53417.417969,53034.750000,52644.203125,52294.617188,51843.910156,51370.203125,50741.148438,50283.511719,49138.964844,48573.082031,49059.437500
56,ROX,256415.828125,255708.140625,255638.781250,255939.640625,256187.531250,256406.625000,256708.437500,256899.984375,257042.125000,257227.687500,257478.718750,257676.640625,257717.437500,257728.609375,257715.531250,257643.781250,257273.515625,256515.062500,255060.984375,252632.093750,249522.234375,245633.468750,241124.781250,236585.390625,233249.453125,231140.921875,229947.562500,229127.843750,228857.812500,228693.328125,228596.359375,228289.390625,228385.984375,228455.015625,228452.906250,228443.234375,228656.562500,228798.859375,228907.015625,229167.500000,237419.812500,239650.500000,241121.890625,241984.515625,242506.750000,243147.781250,243745.468750,244453.906250,244887.234375,245356.109375,245543.421875,245865.500000,246130.656250,246523.296875,246663.250000,246970.078125,247346.546875,247699.765625,247892.093750,248231.203125,248595.968750,248980.265625,249171.718750,249501.453125,249768.812500,250153.078125,250409.421875,250526.500000,250663.359375,250868.421875,251095.203125,251120.750000,251290.968750,251480.765625,251785.890625,252018.421875,252294.156250,252420.437500,252712.265625,253039.390625,253221.000000,253142.375000,253198.406250,253488.562500,253845.171875,254094.625000,254270.890625,254383.531250,254572.734375,254737.140625,254930.125000,255068.359375,255356.765625,255459.015625,255449.046875,255391.843750,255521.515625,255778.156250,256027.656250,256180.718750,256333.515625,256589.359375,256897.281250,257058.171875,257133.437500,257190.062500,257212.906250,257408.265625,257552.421875,257938.546875,258390.609375,258994.796875,259670.187500,261232.406250,264136.156250,268137.343750,270331.875000,268621.812500,264921.750000,262541.593750,262162.781250,262282.687500,262733.687500,263349.250000,263944.468750,264482.937500,265063.562500,265776.125000,266415.875000,266772.406250,266851.750000,266786.031250,266496.500000,265889.906250,264939.750000,263674.812500,262000.500000,260522.218750,259604.328125,259355.718750,258967.906250,258388.750000,257339.078125,256014.500000
